gene_name	biotype	mat	pat
OR52N5	protein_coding	True	True
OR52N1	protein_coding	True	True
OR52N3P	pseudogene	True	True
OR52N2	protein_coding	True	True
OR52E6	protein_coding	True	True
OR52E8	protein_coding	True	True
OR52E7P	pseudogene	True	True
OR52E4	protein_coding	True	True
LOC112268071	lncRNA	True	True
OR52E5	protein_coding	True	True
OR52Q1P	pseudogene	True	True
OR56A3	protein_coding	True	True
OR56A5	protein_coding	True	True
LOC124902621	lncRNA	True	True
OR52L1	protein_coding	True	True
KRT18P58	pseudogene	True	True
OR56A4	protein_coding	True	True
RNA5SP329	pseudogene	True	True
OR56A1	protein_coding	True	True
LOC107984303	lncRNA	True	True
OR56A7P	pseudogene	True	True
OR52L2P	pseudogene	True	True
OR52X1P	pseudogene	True	True
LOC124902622	lncRNA	True	True
OR56B4	protein_coding	True	True
OR56B3P	pseudogene	True	True
OR52B1P	pseudogene	True	True
OR52B2	protein_coding	True	True
OR52W1	protein_coding	True	True
C11orf42	protein_coding	True	True
FHIP1B	protein_coding	True	True
CNGA4	protein_coding	True	True
CCKBR	protein_coding	True	True
CAVIN3	protein_coding	True	True
LOC101927825	lncRNA	True	True
LOC124902623	lncRNA	True	True
LOC124902624	lncRNA	True	True
SMPD1	protein_coding	True	True
APBB1	protein_coding	True	True
HPX	protein_coding	True	True
TRIM3	protein_coding	True	True
ARFIP2	protein_coding	True	True
TIMM10B	protein_coding	True	True
LOC644169	pseudogene	True	True
DNHD1	protein_coding	True	True
RRP8	protein_coding	True	True
ILK	protein_coding	True	True
TAF10	protein_coding	True	True
TPP1	protein_coding	True	True
DCHS1	protein_coding	True	True
MRPL17	protein_coding	True	True
RPL21P94	pseudogene	True	True
LOC124902625	lncRNA	True	True
GVINP1	transcribed_pseudogene	True	True
GVINP2	pseudogene	True	True
OR2AG2	protein_coding	True	True
OR2AG1	protein_coding	True	True
OR6A2	protein_coding	True	True
LOC100131597	pseudogene	True	True
OR10A5	protein_coding	True	True
OR10A2	protein_coding	True	True
OR10A4	protein_coding	True	True
OR2D2	protein_coding	True	True
LOC107984019	lncRNA	True	True
OR2D3	protein_coding	True	True
ZNF215	protein_coding	True	True
LOC102724711	lncRNA	True	True
ZNF214	protein_coding	True	True
NLRP14	protein_coding	True	True
RBMXL2	protein_coding	True	True
MIR302E	miRNA	True	True
SYT9	protein_coding	True	True
SYT9-AS1	lncRNA	True	True
OLFML1	protein_coding	True	True
LOC124902806	protein_coding	True	True
PPFIBP2	protein_coding	True	True
LOC105376535	lncRNA	True	True
CYB5R2	protein_coding	True	True
LOC105376533	lncRNA	True	True
OVCH2	protein_coding	True	True
LOC124902626	lncRNA	True	True
OR10AB1P	pseudogene	True	True
OR5P4P	pseudogene	True	True
OR5P1P	pseudogene	True	True
RPL7AP55	pseudogene	True	True
OR5P2	protein_coding	True	True
OR5P3	protein_coding	True	True
OR5E1P	transcribed_pseudogene	True	True
LOC283299	lncRNA	True	True
RNU6-943P	pseudogene	True	True
LOC107984307	lncRNA	True	True
OR10A6	protein_coding	True	True
OR10A3	protein_coding	True	True
NLRP10	protein_coding	True	True
COX6CP5	pseudogene	True	True
EIF3F	protein_coding	True	True
CASC23	lncRNA	True	True
TUB	protein_coding	True	True
LOC124902627	lncRNA	True	True
TUB-AS1	lncRNA	True	True
RIC3	protein_coding	True	True
RIC3-DT	lncRNA	True	True
LMO1	protein_coding	True	True
LOC105376536	lncRNA	True	True
STK33	protein_coding	True	True
LOC124900315	ncRNA	True	True
TRIM66	protein_coding	True	True
RPL27A	protein_coding	True	True
SNORA3A	snoRNA	True	True
SNORA3B	snoRNA	True	True
DENND2B	protein_coding	True	True
LOC107984308	lncRNA	True	True
DENND2B-AS1	lncRNA	True	True
RNA5SP330	pseudogene	True	True
AKIP1	protein_coding	True	True
C11orf16	protein_coding	True	True
ASCL3	protein_coding	True	True
TMEM9B	protein_coding	True	True
TMEM9B-AS1	lncRNA	True	True
NRIP3	protein_coding	True	True
SCUBE2	protein_coding	True	True
NRIP3-DT	lncRNA	True	True
MIR5691	miRNA	True	True
KRT8P41	transcribed_pseudogene	True	True
LOC105376542	lncRNA	True	True
DENND5A	protein_coding	True	True
TRL-CAA5-1	tRNA	True	True
TMEM41B	protein_coding	True	True
PRR13P2	pseudogene	True	True
IPO7	protein_coding	True	True
SNORA23	snoRNA	True	True
LOC644656	lncRNA	True	True
ZNF143	protein_coding	True	True
WEE1	protein_coding	True	True
LOC124902827	snoRNA	True	True
RPL23AP65	pseudogene	True	True
LOC124902628	lncRNA	True	True
RPL21P97	pseudogene	True	True
SWAP70	protein_coding	True	True
RN7SKP50	pseudogene	True	True
LINC02709	lncRNA	True	True
SBF2-AS1	lncRNA	True	True
SBF2	protein_coding	True	True
LOC105369149	lncRNA	True	True
LOC124902802	protein_coding	True	True
LOC101928008	lncRNA	True	True
RNU7-28P	pseudogene	True	True
GLULP2	pseudogene	True	True
LOC653503	pseudogene	True	False
ADM	protein_coding	True	True
CAND1.11	lncRNA	True	True
RNU6ATAC33P	pseudogene	True	True
AMPD3	protein_coding	True	True
MTRNR2L8	pseudogene	True	True
MIR4485	miRNA	True	True
RNF141	protein_coding	True	True
IRAG1-AS1	lncRNA	True	True
LYVE1	protein_coding	True	True
IRAG1	protein_coding	True	True
CTR9	protein_coding	True	True
EIF4G2	protein_coding	True	True
SNORD97	snoRNA	True	True
LOC101928053	lncRNA	True	True
ZBED5	protein_coding	True	True
ZBED5-AS1	lncRNA	True	True
LOC124902629	lncRNA	True	True
LOC107984309	lncRNA	True	True
LOC105379882	lncRNA	True	True
LINC02752	lncRNA	True	True
LOC100288365	pseudogene	True	True
LOC105376548	lncRNA	True	True
HMGN1P22	pseudogene	True	True
MTND5P21	pseudogene	True	True
LOC124902630	lncRNA	True	True
LOC124902631	lncRNA	True	True
GALNT18	protein_coding	True	True
LOC124902633	lncRNA	True	True
CSNK2A3	protein_coding	True	True
LOC107983976	lncRNA	True	True
LOC124902632	lncRNA	True	True
LOC105376553	lncRNA	True	True
MIR4299	miRNA	True	True
MIR8070	miRNA	True	True
LOC107984311	lncRNA	True	True
USP47	protein_coding	True	True
H3P33	pseudogene	True	True
DKK3	protein_coding	True	True
LINC02547	lncRNA	True	True
MICAL2	protein_coding	True	True
MIR6124	miRNA	True	True
LOC124902634	lncRNA	True	True
PARVA	protein_coding	True	True
LOC105376556	lncRNA	True	True
TEAD1	protein_coding	True	True
LOC107984313	lncRNA	True	True
LOC124900312	pseudogene	True	True
LINC00958	lncRNA	True	True
RASSF10-DT	lncRNA	True	True
RASSF10	protein_coding	True	True
LOC105376558	lncRNA	True	True
LOC124902635	lncRNA	True	True
ARNTL	protein_coding	True	True
RN7SKP151	pseudogene	True	True
LOC124902636	lncRNA	True	True
BTBD10	protein_coding	True	True
LOC124902846	pseudogene	True	True
PTH	protein_coding	True	True
HMGN2P36	pseudogene	True	True
FAR1	protein_coding	True	True
RPL39P26	pseudogene	True	True
CENPUP1	pseudogene	True	True
LINC02548	lncRNA	True	True
LINC02545	lncRNA	True	True
RNA5SP331	pseudogene	True	True
LINC02683	lncRNA	True	True
SPON1	protein_coding	True	True
LOC124902637	lncRNA	True	True
RNA5SP332	pseudogene	True	True
RRAS2	protein_coding	True	True
LOC105376670	pseudogene	True	True
COPB1	protein_coding	True	True
RNU7-49P	pseudogene	True	True
PSMA1	protein_coding	True	True
PDE3B	protein_coding	True	True
MORF4L1P3	pseudogene	True	True
LOC107984315	lncRNA	True	True
LOC124902639	lncRNA	True	True
CYP2R1	protein_coding	True	True
LOC124902638	lncRNA	True	True
CALCP	pseudogene	True	True
CALCA	protein_coding	True	True
OR7E41P	pseudogene	True	True
CALCB	protein_coding	True	True
INSC	protein_coding	True	True
LINC02751	lncRNA	True	True
LOC105376568	lncRNA	True	True
LOC105376567	lncRNA	True	True
LOC107984370	lncRNA	True	True
LOC124902800	lncRNA	True	True
LINC02682	lncRNA	True	True
SOX6	protein_coding	True	True
MIR6073	miRNA	True	True
LOC105376572	lncRNA	True	True
LOC124900593	lncRNA	True	True
AKR1B1P3	pseudogene	True	True
RN7SL188P	pseudogene	True	True
LOC105376571	lncRNA	True	True
C11orf58	protein_coding	True	True
PLEKHA7	protein_coding	True	True
RN7SKP90	pseudogene	True	True
SNORD147	snoRNA	True	True
LOC124902817	pseudogene	True	True
RPL36AP37	pseudogene	True	True
OR7E14P	transcribed_pseudogene	True	True
RPS13	protein_coding	True	True
SNORD14A	snoRNA	True	True
SNORD14B	snoRNA	True	True
PIK3C2A	protein_coding	True	True
RNU6-593P	pseudogene	True	True
RPL34P24	pseudogene	True	True
RPL29P21	pseudogene	True	True
RPS2P40	pseudogene	True	True
NUCB2	protein_coding	True	True
LOC124902640	lncRNA	True	True
LOC105376576	lncRNA	True	True
NCR3LG1	protein_coding	True	True
KCNJ11	protein_coding	True	True
ABCC8	protein_coding	True	True
SDHCP4	pseudogene	True	True
LOC124902641	lncRNA	True	True
USH1C	protein_coding	True	True
OTOG	protein_coding	True	True
LINC02729	lncRNA	True	True
MYOD1	protein_coding	True	True
KCNC1	protein_coding	True	True
SERGEF	protein_coding	True	True
LOC124902642	lncRNA	True	True
LOC107984317	lncRNA	True	True
TPH1	protein_coding	True	True
SAAL1	protein_coding	True	True
HIGD1AP5	pseudogene	True	True
SAA3P	transcribed_pseudogene	True	True
MRGPRX3	protein_coding	True	True
MRGPRX12P	pseudogene	True	True
MRGPRX4	protein_coding	True	True
GLTPP1	pseudogene	True	True
MRGPRX13P	pseudogene	True	True
SLC25A51P4	transcribed_pseudogene	True	True
SAA4	protein_coding	True	True
SAA2-SAA4	protein_coding	True	True
SAA2	protein_coding	True	True
RNA5SP333	pseudogene	True	True
ST13P5	pseudogene	True	True
SAA1	protein_coding	True	True
RNA5SP334	pseudogene	True	True
HPS5	protein_coding	True	True
GTF2H1	protein_coding	True	True
LOC105376577	lncRNA	True	True
LDHA	protein_coding	True	True
LDHC	protein_coding	True	True
LDHAL6A	protein_coding	True	True
TSG101	protein_coding	True	True
YWHABP2	pseudogene	True	True
UEVLD	protein_coding	True	True
LOC112268073	lncRNA	True	True
MTCH1P2	pseudogene	True	True
SPTY2D1OS	protein_coding	True	True
SPTY2D1	protein_coding	True	True
LOC105376578	lncRNA	True	True
SRSF3P1	pseudogene	True	True
TMEM86A	protein_coding	True	True
IGSF22	protein_coding	True	True
PTPN5	protein_coding	True	True
MRGPRX8P	pseudogene	True	True
MRGPRX7P	pseudogene	True	True
LOC645397	pseudogene	True	True
MRGPRX6P	pseudogene	True	True
MRGPRX5P	pseudogene	True	True
MRGPRX1	protein_coding	True	True
MRGPRX11P	pseudogene	True	True
MRGPRX10P	pseudogene	True	True
MRGPRX9P	pseudogene	True	True
MRGPRX2	protein_coding	True	True
ZDHHC13	protein_coding	True	True
CSRP3	protein_coding	True	True
CSRP3-AS1	lncRNA	True	True
E2F8	protein_coding	True	True
PCNAP4	pseudogene	True	True
NAV2	protein_coding	True	True
NAV2-AS5	lncRNA	True	True
NAV2-AS4	lncRNA	True	True
MIR4486	miRNA	True	True
LOC124900310	snoRNA	True	True
NAV2-AS6	lncRNA	True	True
MIR4694	miRNA	True	True
NAV2-AS3	lncRNA	True	True
LOC124902644	lncRNA	True	True
NAV2-AS2	lncRNA	True	True
LOC107984418	lncRNA	True	True
LOC124902643	lncRNA	True	True
DBX1	protein_coding	True	True
LOC105376583	lncRNA	True	True
HTATIP2	protein_coding	True	True
PRMT3	protein_coding	True	True
LOC124902808	lncRNA	True	True
LOC105376584	lncRNA	True	True
HMGB1P40	pseudogene	True	True
SLC6A5	protein_coding	True	True
NELL1	protein_coding	True	True
LOC105376585	lncRNA	True	True
RNA5SP336	pseudogene	True	True
LOC124902809	lncRNA	True	True
LOC100631258	pseudogene	True	True
RNA5SP337	pseudogene	True	True
LOC102723370	lncRNA	True	True
LOC105376587	lncRNA	True	True
LOC124902645	lncRNA	True	True
ANO5	protein_coding	True	True
SLC17A6	protein_coding	True	True
LINC01495	lncRNA	True	True
LOC105376588	lncRNA	True	True
FANCF	protein_coding	True	True
GAS2	protein_coding	True	True
RNA5SP338	pseudogene	True	True
SVIP	protein_coding	True	True
CCDC179	protein_coding	True	True
LOC124902646	lncRNA	True	True
LINC02718	lncRNA	True	True
LOC100131557	pseudogene	True	True
WIZP1	pseudogene	True	True
MIR8054	miRNA	True	True
THAP12P4	pseudogene	True	True
RPS2P38	pseudogene	True	True
LINC02726	lncRNA	True	True
RNU6-783P	pseudogene	True	True
LOC124902647	lncRNA	True	True
LOC107984378	lncRNA	True	True
LINC02686	lncRNA	True	True
LOC105376595	lncRNA	True	True
LUZP2	protein_coding	True	True
LOC100130747	pseudogene	True	True
RPL36AP40	pseudogene	True	True
LOC107984367	pseudogene	True	True
LINC02699	lncRNA	True	True
LOC100533706	pseudogene	True	True
ANO3	protein_coding	True	True
ANO3-AS1	lncRNA	True	True
LOC105376598	lncRNA	True	True
MUC15	protein_coding	True	True
LOC124902648	lncRNA	True	True
LOC107987160	lncRNA	True	True
SLC5A12	protein_coding	True	True
LOC124902649	lncRNA	True	True
LOC124902650	lncRNA	True	True
FIBIN	protein_coding	True	True
BBOX1	protein_coding	True	True
BBOX1-AS1	lncRNA	True	True
LOC124902651	lncRNA	True	True
LOC105376600	lncRNA	True	True
LOC105376601	lncRNA	True	True
CCDC34	protein_coding	True	True
LGR4	protein_coding	True	True
LGR4-AS1	lncRNA	True	True
RPL37AP7	pseudogene	True	True
LIN7C	protein_coding	True	True
BDNF-AS	lncRNA	True	True
MIR8087	miRNA	True	True
RNA5SP339	pseudogene	True	True
RPS25P1	pseudogene	True	True
LINC00678	lncRNA	True	True
BDNF	protein_coding	True	True
LOC124902652	lncRNA	True	True
CBX3P1	pseudogene	True	True
HSP90AA2P	pseudogene	True	True
LOC124902653	lncRNA	True	True
LOC124902654	lncRNA	True	True
LOC124902655	lncRNA	True	True
KIF18A	protein_coding	True	True
MIR610	miRNA	True	True
METTL15	protein_coding	True	True
ATP5MGP8	pseudogene	True	True
RN7SKP158	pseudogene	True	True
RPS15AP31	pseudogene	True	True
MIR8068	miRNA	True	True
LINC02758	lncRNA	True	True
LOC105376604	lncRNA	True	True
LINC02742	lncRNA	True	True
EEF1A1P47	pseudogene	True	True
LINC02755	lncRNA	True	True
LOC100421558	pseudogene	True	True
LINC02546	lncRNA	True	True
HNRNPRP2	pseudogene	True	True
RN7SL240P	pseudogene	True	True
RPL7AP58	pseudogene	True	True
LINC01616	lncRNA	True	True
KCNA4	protein_coding	True	True
LOC107984321	lncRNA	True	True
ARL14EP-DT	lncRNA	True	True
FSHB	protein_coding	True	True
ARL14EP	protein_coding	True	True
LOC102723403	lncRNA	True	True
RPL12P30	pseudogene	True	True
MPPED2	protein_coding	True	True
MPPED2-AS1	lncRNA	True	True
LINC02859	lncRNA	True	True
LOC101928338	lncRNA	True	True
LOC107984419	lncRNA	True	True
DCDC1	protein_coding	True	True
LOC124902656	lncRNA	True	True
LOC105376611	lncRNA	True	True
CYCSP25	pseudogene	True	True
DNAJC24	protein_coding	True	True
IMMP1L	protein_coding	True	True
ELP4	protein_coding	True	True
PAX6	protein_coding	True	True
PAX6-AS1	lncRNA	True	True
PAUPAR	lncRNA	True	True
LOC107984420	lncRNA	True	True
LOC124902657	lncRNA	True	True
LOC124902658	lncRNA	True	True
LINC03031	lncRNA	True	True
LOC105376613	lncRNA	True	True
LOC101928385	lncRNA	True	True
LOC124902847	snoRNA	True	True
EIF4A2P5	pseudogene	True	True
RCN1	protein_coding	True	True
THEM7P	pseudogene	True	True
LOC107984322	lncRNA	True	True
SNORA88	snoRNA	True	True
WT1	protein_coding	True	True
WT1-AS	lncRNA	True	True
EIF3M	protein_coding	True	True
HNRNPA3P9	pseudogene	True	True
CCDC73	protein_coding	True	True
RPL34P2	pseudogene	True	True
LOC124902803	pseudogene	True	True
PRRG4	protein_coding	True	True
QSER1	protein_coding	True	True
LOC105376615	lncRNA	True	True
DEPDC7	protein_coding	True	True
TCP11L1	protein_coding	True	True
PIGCP1	pseudogene	True	True
LINC00294	lncRNA	True	True
CSTF3	protein_coding	True	True
CSTF3-DT	lncRNA	True	True
RPL29P23	pseudogene	True	True
RPS24P15	pseudogene	True	True
HIPK3	protein_coding	True	True
KIAA1549L	protein_coding	True	True
LOC105376617	lncRNA	True	True
C11orf91	protein_coding	True	True
CD59	protein_coding	True	True
FBXO3	protein_coding	True	True
FBXO3-DT	lncRNA	True	True
LOC646120	pseudogene	True	True
LINC02722	lncRNA	True	True
LINC02721	lncRNA	True	True
LMO2	protein_coding	True	True
LOC105376621	lncRNA	True	True
LOC124902659	lncRNA	True	True
LOC101929918	lncRNA	True	True
CAPRIN1	protein_coding	True	True
LOC124902660	lncRNA	True	True
NAT10	protein_coding	True	True
ABTB2	protein_coding	True	True
MMADHCP2	pseudogene	True	True
CIR1P3	pseudogene	True	True
LOC105376622	lncRNA	True	True
CAT	protein_coding	True	True
ELF5	protein_coding	True	True
LINC02707	lncRNA	True	True
EHF	protein_coding	True	True
NDUFB8P3	pseudogene	True	True
LOC102723568	lncRNA	True	True
LOC105376625	lncRNA	True	True
LOC105376624	lncRNA	True	True
APIP	protein_coding	True	True
PDHX	protein_coding	True	True
MIR1343	miRNA	True	True
LOC105376626	lncRNA	True	True
LOC105376627	lncRNA	True	True
CD44-DT	lncRNA	True	True
CD44	protein_coding	True	True
CD44-AS1	lncRNA	True	True
SLC1A2	protein_coding	True	True
SLC1A2-AS1	lncRNA	True	True
PAMR1	protein_coding	True	True
FJX1	protein_coding	True	True
TRIM44	protein_coding	True	True
KRT18P14	pseudogene	True	True
LOC124902661	lncRNA	True	True
LDLRAD3	protein_coding	True	True
WEE2P1	pseudogene	True	True
RPL12P31	pseudogene	True	True
MIR3973	miRNA	True	True
LOC101928510	lncRNA	True	True
COMMD9	protein_coding	True	True
PRR5L	protein_coding	True	True
TRAF6	protein_coding	True	True
RAG1	protein_coding	True	True
RAG2	protein_coding	True	True
IFTAP	protein_coding	True	True
LOC107984325	lncRNA	True	True
LOC100422241	pseudogene	True	True
LOC107984326	lncRNA	True	True
LOC105376631	lncRNA	True	True
LOC105376632	lncRNA	True	True
RPL7AP56	pseudogene	True	True
LINC02760	lncRNA	True	True
LOC105376634	lncRNA	True	True
DNAAF11P1	pseudogene	True	True
LINC02759	lncRNA	True	True
LOC105376635	lncRNA	True	True
LINC01493	lncRNA	True	True
LOC101928563	lncRNA	True	True
RPL18P8	pseudogene	True	True
RNU6-99P	pseudogene	True	True
LOC107984362	lncRNA	True	True
LOC105376636	lncRNA	True	True
LOC105376637	lncRNA	True	True
MTCO1P26	pseudogene	True	True
MTCO2P26	pseudogene	True	True
LOC100421559	pseudogene	True	True
LOC646388	pseudogene	True	True
LRRC4C	protein_coding	True	True
LOC100419712	pseudogene	True	True
RNU6-365P	pseudogene	True	True
RPL9P23	pseudogene	True	True
LINC02741	lncRNA	True	True
LINC01499	lncRNA	True	True
LOC105376639	lncRNA	True	True
LINC02745	lncRNA	True	True
LOC105376641	lncRNA	True	True
LINC02740	lncRNA	True	True
LOC105376642	lncRNA	True	True
LOC100533710	pseudogene	True	True
LOC124902662	lncRNA	True	True
HNRNPKP3	transcribed_pseudogene	True	True
API5	protein_coding	True	True
TTC17	protein_coding	True	True
RN7SKP287	pseudogene	True	True
PPIAP41	pseudogene	True	True
CTBP2P6	pseudogene	True	True
HSD17B12	protein_coding	True	True
MIR670	miRNA	True	True
LOC124902807	protein_coding	True	True
MIR670HG	lncRNA	True	True
MIR129-2	miRNA	True	True
RPL23AP63	pseudogene	True	True
PHB1P2	pseudogene	True	True
LOC107984328	lncRNA	True	True
LOC105376644	lncRNA	True	True
ALKBH3	protein_coding	True	True
SEC14L1P1	transcribed_pseudogene	True	True
ALKBH3-AS1	lncRNA	True	True
ACCSL	protein_coding	True	True
LOC124902663	lncRNA	True	True
C11orf96	protein_coding	True	True
ACCS	protein_coding	True	True
EXT2	protein_coding	True	True
ALX4	protein_coding	True	True
LOC105376645	lncRNA	True	True
LOC105376646	lncRNA	True	True
CD82	protein_coding	True	True
RPL34P22	pseudogene	True	True
LINC02704	lncRNA	True	True
TSPAN18	protein_coding	True	True
LOC124902664	lncRNA	True	True
TP53I11	protein_coding	True	True
LOC105376649	lncRNA	True	True
LINC02685	lncRNA	True	True
LOC105376650	lncRNA	True	True
PRDM11	protein_coding	True	True
LOC105376652	lncRNA	True	True
SYT13	protein_coding	True	True
LINC02696	lncRNA	True	True
LINC02687	lncRNA	True	True
LOC105376654	lncRNA	True	True
HMGN2P37	pseudogene	True	True
LOC105376655	lncRNA	True	True
LOC105376656	lncRNA	True	True
LOC124902665	lncRNA	True	True
CHST1	protein_coding	True	True
LOC124902666	lncRNA	True	True
MIR7154	miRNA	True	True
LOC100507384	lncRNA	True	True
LOC124902667	lncRNA	True	True
LINC02690	lncRNA	True	True
LINC02716	lncRNA	True	True
SLC35C1	protein_coding	True	True
CRY2	protein_coding	True	True
MAPK8IP1	protein_coding	True	True
LOC124902668	lncRNA	True	True
C11orf94	protein_coding	True	True
PEX16	protein_coding	True	True
LARGE2	protein_coding	True	True
PHF21A	protein_coding	True	True
LOC105376661	lncRNA	True	True
FBLIM1P2	pseudogene	True	True
LOC101928894	lncRNA	True	True
LINC02710	lncRNA	True	True
LOC124902669	protein_coding	True	True
LINC02489	lncRNA	True	True
CREB3L1	protein_coding	True	True
DGKZ	protein_coding	True	True
MIR4688	miRNA	True	True
MDK	protein_coding	True	True
CHRM4	protein_coding	True	True
AMBRA1	protein_coding	True	True
RPS10P19	pseudogene	True	True
MIR3160-1	miRNA	True	True
MIR3160-2	miRNA	True	True
HARBI1	protein_coding	True	True
ATG13	protein_coding	True	True
ARHGAP1	protein_coding	True	True
ZNF408	protein_coding	True	True
F2	protein_coding	True	True
CKAP5	protein_coding	True	True
MIR5582	miRNA	True	True
LOC124900314	snoRNA	True	True
SNORD67	snoRNA	True	True
LRP4-AS1	lncRNA	True	True
LRP4	protein_coding	True	True
CSTPP1	protein_coding	True	True
LOC124902670	lncRNA	True	True
LOC112268075	pseudogene	False	False
LOC124902671	lncRNA	True	True
LOC124902672	lncRNA	True	True
ARFGAP2	protein_coding	True	True
PACSIN3	protein_coding	True	True
MIR6745	miRNA	True	True
RPS20P26	pseudogene	True	True
DDB2	protein_coding	True	True
ACP2	protein_coding	True	True
NR1H3	protein_coding	True	True
MADD	protein_coding	True	True
MADD-AS1	lncRNA	True	True
MYBPC3	protein_coding	True	True
SPI1	protein_coding	True	True
MIR4487	miRNA	True	True
SLC39A13	protein_coding	True	True
PSMC3	protein_coding	True	True
LOC124902673	lncRNA	True	True
RAPSN	protein_coding	True	True
LOC124902820	pseudogene	True	True
CELF1	protein_coding	True	True
RN7SL652P	pseudogene	True	True
PTPMT1	protein_coding	True	True
KBTBD4	protein_coding	True	True
RNU5E-10P	pseudogene	True	True
NDUFS3	protein_coding	True	True
FAM180B	protein_coding	True	True
C1QTNF4	protein_coding	True	True
MTCH2	protein_coding	True	True
AGBL2	protein_coding	True	True
FNBP4	protein_coding	True	True
NUP160	protein_coding	True	True
RNA5SP340	pseudogene	True	True
YPEL5P2	pseudogene	True	True
LOC124902844	pseudogene	True	True
LOC100287189	pseudogene	True	True
PTPRJ	protein_coding	True	True
MIR3161	miRNA	True	True
OR4B1	protein_coding	True	True
OR4B2P	pseudogene	True	True
OR4X2	protein_coding	True	True
OR4X1	protein_coding	True	True
OR4S1	protein_coding	True	True
OR4C3	protein_coding	True	True
OR4C4P	pseudogene	True	True
OR4C5	protein_coding	True	True
OR4C2P	pseudogene	True	True
OR4C10P	pseudogene	True	True
OR4C9P	pseudogene	True	True
OR4R1P	pseudogene	True	True
OR4A47	protein_coding	True	True
OR4A48P	pseudogene	True	True
OR4A46P	pseudogene	True	True
OR4A40P	pseudogene	True	True
OR4A43P	pseudogene	True	True
OR4A45P	pseudogene	False	False
OR4A41P	pseudogene	True	True
OR4A42P	pseudogene	True	True
OR4A44P	pseudogene	True	True
LOC100129384	pseudogene	True	True
LOC100420449	pseudogene	True	True
TRIM51CP	pseudogene	True	True
TRIM51G	protein_coding	True	True
TRIM53CP	pseudogene	True	True
LOC100129108	pseudogene	True	True
TRIM49B	protein_coding	True	True
LOC100507606	pseudogene	True	True
TRIM64C	protein_coding	True	True
UBTFL7	pseudogene	True	True
LOC100129672	pseudogene	True	True
TRIM77BP	pseudogene	True	True
UBTFL9	pseudogene	True	True
FOLH1	protein_coding	True	True
LOC124902845	pseudogene	True	True
LOC729960	pseudogene	True	True
TYRL	pseudogene	True	True
CBX3P8	pseudogene	True	True
LOC653698	pseudogene	True	True
TRIM51FP	pseudogene	True	True
LOC387770	pseudogene	True	True
LOC100652976	pseudogene	True	True
TRIM51DP	pseudogene	True	True
LOC100287028	pseudogene	True	True
OR4A1P	pseudogene	True	True
OR4A49P	pseudogene	True	True
OR4A18P	pseudogene	True	True
OR4A19P	pseudogene	True	True
OR4R3P	pseudogene	True	True
OR4C13	protein_coding	True	True
OR4C12	protein_coding	True	True
OR4C48P	pseudogene	True	True
OR4C45	transcribed_pseudogene	True	True
OR4C49P	pseudogene	True	True
LOC124902810	pseudogene	True	True
LOC101060224	lncRNA	True	True
GTF2IP11	pseudogene	True	True
LINC02750	lncRNA	True	True
GTF2IP15	pseudogene	True	True
SEPTIN7P11	transcribed_pseudogene	True	True
LOC646801	pseudogene	True	True
PHKG1P3	pseudogene	True	True
LOC124902811	lncRNA	True	True
LOC646797	pseudogene	True	True
LOC646813	transcribed_pseudogene	True	True
OR4C50P	pseudogene	True	True
OR4C46	protein_coding	True	True
OR4C7P	pseudogene	True	True
OR4R2P	pseudogene	True	True
OR4A4P	pseudogene	True	True
OR4A3P	pseudogene	True	True
OR4A2P	pseudogene	True	True
OR4A8	pseudogene	True	True
OR4A7P	pseudogene	True	True
OR4A5	protein_coding	True	True
OR4A6P	pseudogene	True	True
TRIM48	protein_coding	True	True
TRIM51HP	transcribed_pseudogene	True	True
LOC100420446	pseudogene	True	True
OR4A11P	pseudogene	True	True
OR4A12P	pseudogene	True	True
OR4A16	protein_coding	True	True
OR4A15	protein_coding	True	True
OR4A9P	pseudogene	True	True
OR4X7P	pseudogene	True	True
OR4A10P	pseudogene	True	True
OR4A17P	pseudogene	True	True
OR4A13P	pseudogene	True	True
OR4A50P	pseudogene	True	True
OR4A14P	pseudogene	True	True
OR4A21P	pseudogene	True	True
OR4C1P	pseudogene	True	True
OR4C14P	pseudogene	True	True
OR4C15	protein_coding	True	True
OR4C16	protein_coding	True	True
OR4C11	protein_coding	True	False
OR4P4	protein_coding	True	False
OR4S2	protein_coding	True	False
OR4C6	protein_coding	True	True
OR4V1P	pseudogene	True	False
OR4P1P	pseudogene	True	False
OR5D2P	pseudogene	True	True
OR5D3P	protein_coding	True	True
OR5D17P	pseudogene	True	True
OR5D13	protein_coding	True	True
OR5D15P	pseudogene	True	True
OR5D14	protein_coding	True	True
OR5L1	protein_coding	True	True
OR5D18	protein_coding	True	True
OR5L2	protein_coding	True	True
OR5D16	protein_coding	True	True
OR9M1P	pseudogene	True	True
LOC100507561	pseudogene	True	True
LOC107984354	pseudogene	True	True
TRIM51	protein_coding	True	True
OR5W1P	pseudogene	True	True
OR5W2	protein_coding	True	True
OR5I1	protein_coding	True	True
OR10AF1P	pseudogene	True	True
OR10AK1P	pseudogene	True	True
OR10AG1	protein_coding	True	True
OR7E5P	transcribed_pseudogene	True	True
OR5F1	protein_coding	True	True
OR5F2P	pseudogene	True	True
OR5AS1	protein_coding	True	True
OR5AQ1P	pseudogene	True	True
OR5J1P	pseudogene	True	True
OR5BE1P	pseudogene	True	True
OR8I2	protein_coding	True	True
