haplotype	chr	start	end	strand	gene_id	gene_name	transcript_id	broken	pident
mat	chr3_MATERNAL	186619532	186637769	+	hg002_chr3_maternal_2915	DVL3	hg002_chr3_maternal_2915.1	N	NA
mat	chr3_MATERNAL	186639008	186648244	+	hg002_chr3_maternal_2916	AP2M1	hg002_chr3_maternal_2916.3	N	NA
mat	chr3_MATERNAL	186650352	186658157	+	hg002_chr3_maternal_2917	ABCF3	hg002_chr3_maternal_2917.4	N	NA
mat	chr3_MATERNAL	186693768	186707052	+	hg002_chr3_maternal_2918	VWA5B2	hg002_chr3_maternal_2918.8	N	NA
mat	chr3_MATERNAL	186707024	186714252	-	hg002_chr3_maternal_2920	ALG3	hg002_chr3_maternal_2920.1	N	NA
mat	chr3_MATERNAL	186714399	186723501	+	hg002_chr3_maternal_2921	EEF1AKMT4	hg002_chr3_maternal_2921.1	N	NA
mat	chr3_MATERNAL	186723955	186726295	-	hg002_chr3_maternal_2923	CAMK2N2	hg002_chr3_maternal_2923.1	N	NA
mat	chr3_MATERNAL	186740757	186757773	+	hg002_chr3_maternal_2924	ECE2	hg002_chr3_maternal_2924.3	N	NA
mat	chr3_MATERNAL	186763969	186773773	+	hg002_chr3_maternal_2925	PSMD2	hg002_chr3_maternal_2925.1	N	NA
mat	chr3_MATERNAL	186779330	186800072	+	hg002_chr3_maternal_2926	EIF4G1	hg002_chr3_maternal_2926.4	N	NA
mat	chr3_MATERNAL	186800640	186810995	+	hg002_chr3_maternal_2928	FAM131A	hg002_chr3_maternal_2928.5	N	NA
mat	chr3_MATERNAL	186810905	186826325	-	hg002_chr3_maternal_2929	CLCN2	hg002_chr3_maternal_2929.4	N	NA
mat	chr3_MATERNAL	186826430	186833203	+	hg002_chr3_maternal_2931	POLR2H	hg002_chr3_maternal_2931.11	N	NA
mat	chr3_MATERNAL	186836547	186844297	-	hg002_chr3_maternal_2932	THPO	hg002_chr3_maternal_2932.1	N	NA
mat	chr3_MATERNAL	186844663	186855347	+	hg002_chr3_maternal_2933	CHRD	hg002_chr3_maternal_2933.5	N	NA
mat	chr3_MATERNAL	187031174	187051810	+	hg002_chr3_maternal_2939	EPHB3	hg002_chr3_maternal_2939.1	N	NA
mat	chr3_MATERNAL	187179778	187181481	-	hg002_chr3_maternal_2940	MAGEF1	hg002_chr3_maternal_2940.1	N	NA
mat	chr3_MATERNAL	187280214	187520803	+	hg002_chr3_maternal_2944	VPS8	hg002_chr3_maternal_2944.7	N	NA
mat	chr3_MATERNAL	187545027	187621250	-	hg002_chr3_maternal_2945	C3orf70	hg002_chr3_maternal_2945.1	N	NA
mat	chr3_MATERNAL	187658814	187721574	-	hg002_chr3_maternal_2947	EHHADH	hg002_chr3_maternal_2947.4	N	NA
mat	chr3_MATERNAL	187750480	187956804	+	hg002_chr3_maternal_2951	MAP3K13	hg002_chr3_maternal_2951.8	N	NA
mat	chr3_MATERNAL	187957311	187966749	-	hg002_chr3_maternal_2956	TMEM41A	hg002_chr3_maternal_2956.1	N	NA
mat	chr3_MATERNAL	187973976	188020334	-	hg002_chr3_maternal_2958	LIPH	hg002_chr3_maternal_2958.1	N	NA
mat	chr3_MATERNAL	188054007	188101315	+	hg002_chr3_maternal_2959	SENP2	hg002_chr3_maternal_2959.1	N	NA
mat	chr3_MATERNAL	188110894	188292825	-	hg002_chr3_maternal_2961	IGF2BP2	hg002_chr3_maternal_2961.18	N	NA
mat	chr3_MATERNAL	188382445	188405904	-	hg002_chr3_maternal_2965	TRA2B	hg002_chr3_maternal_2965.3	N	NA
mat	chr3_MATERNAL	188514307	188577055	-	hg002_chr3_maternal_2967	ETV5	hg002_chr3_maternal_2967.1	N	NA
mat	chr3_MATERNAL	188614912	188829907	-	hg002_chr3_maternal_2970	DGKG	hg002_chr3_maternal_2970.3	N	NA
mat	chr3_MATERNAL	189006094	189012031	-	hg002_chr3_maternal_2974	CRYGS	hg002_chr3_maternal_2974.1	N	NA
mat	chr3_MATERNAL	189013718	189038194	-	hg002_chr3_maternal_2975	TBCCD1	hg002_chr3_maternal_2975.1	N	NA
mat	chr3_MATERNAL	189038371	189053455	+	hg002_chr3_maternal_2976	DNAJB11	hg002_chr3_maternal_2976.2	N	NA
mat	chr3_MATERNAL	189080729	189088987	+	hg002_chr3_maternal_2978	AHSG	hg002_chr3_maternal_2978.4	N	NA
mat	chr3_MATERNAL	189103599	189120772	+	hg002_chr3_maternal_2979	FETUB	hg002_chr3_maternal_2979.9	N	NA
mat	chr3_MATERNAL	189133635	189145856	+	hg002_chr3_maternal_2981	HRG	hg002_chr3_maternal_2981.1	N	NA
mat	chr3_MATERNAL	189184986	189212038	+	hg002_chr3_maternal_2983	KNG1	hg002_chr3_maternal_2983.2	N	NA
mat	chr3_MATERNAL	189251816	189258136	+	hg002_chr3_maternal_2987	EIF4A2	hg002_chr3_maternal_2987.1	N	NA
mat	chr3_MATERNAL	189258139	189274724	-	hg002_chr3_maternal_2994	RFC4	hg002_chr3_maternal_2994.1	N	NA
mat	chr3_MATERNAL	189310888	189326653	+	hg002_chr3_maternal_2996	ADIPOQ	hg002_chr3_maternal_2996.2	N	NA
mat	chr3_MATERNAL	189394442	189545042	+	hg002_chr3_maternal_3000	ST6GAL1	hg002_chr3_maternal_3000.1	N	NA
mat	chr3_MATERNAL	189587111	189605660	-	hg002_chr3_maternal_3002	RPL39L	hg002_chr3_maternal_3002.1	N	NA
mat	chr3_MATERNAL	189663649	189667624	+	hg002_chr3_maternal_3005	RTP1	hg002_chr3_maternal_3005.1	N	NA
mat	chr3_MATERNAL	189683451	189757918	-	hg002_chr3_maternal_3006	MASP1	hg002_chr3_maternal_3006.7	N	NA
mat	chr3_MATERNAL	189834516	189838209	+	hg002_chr3_maternal_3009	RTP4	hg002_chr3_maternal_3009.1	N	NA
mat	chr3_MATERNAL	190135057	190136539	-	hg002_chr3_maternal_3014	SST	hg002_chr3_maternal_3014.1	N	NA
mat	chr3_MATERNAL	190164403	190181808	-	hg002_chr3_maternal_3015	RTP2	hg002_chr3_maternal_3015.1	N	NA
mat	chr3_MATERNAL	190187546	190211637	-	hg002_chr3_maternal_3017	BCL6	hg002_chr3_maternal_3017.6	N	NA
mat	chr3_MATERNAL	190619138	191357627	+	hg002_chr3_maternal_3026	LPP	hg002_chr3_maternal_3026.29	N	NA
mat	chr3_MATERNAL	191464325	191792747	+	hg002_chr3_maternal_3033	TPRG1	hg002_chr3_maternal_3033.21	N	NA
mat	chr3_MATERNAL	192064236	192364369	+	hg002_chr3_maternal_3037	TP63	hg002_chr3_maternal_3037.6	N	NA
mat	chr3_MATERNAL	192423770	192586197	-	hg002_chr3_maternal_3039	P3H2	hg002_chr3_maternal_3039.1	N	NA
mat	chr3_MATERNAL	192754293	192876116	+	hg002_chr3_maternal_3044	CLDN16	hg002_chr3_maternal_3044.4	N	NA
mat	chr3_MATERNAL	192769640	192786380	-	hg002_chr3_maternal_3045	CLDN1	hg002_chr3_maternal_3045.1	N	NA
mat	chr3_MATERNAL	192892638	192913882	-	hg002_chr3_maternal_3046	TMEM207	hg002_chr3_maternal_3046.1	N	NA
mat	chr3_MATERNAL	192978142	193123489	+	hg002_chr3_maternal_3047	IL1RAP	hg002_chr3_maternal_3047.11	N	NA
mat	chr3_MATERNAL	193306629	193326046	-	hg002_chr3_maternal_3053	GMNC	hg002_chr3_maternal_3053.2	N	NA
mat	chr3_MATERNAL	193661868	193728236	+	hg002_chr3_maternal_3056	OSTN	hg002_chr3_maternal_3056.1	N	NA
mat	chr3_MATERNAL	193729789	193808814	-	hg002_chr3_maternal_3058	UTS2B	hg002_chr3_maternal_3058.2	N	NA
mat	chr3_MATERNAL	193792026	193861342	+	hg002_chr3_maternal_3059	CCDC50	hg002_chr3_maternal_3059.3	N	NA
mat	chr3_MATERNAL	193923849	193924142	+	hg002_chr3_maternal_3060	PYDC2	hg002_chr3_maternal_3060.1	N	NA
mat	chr3_MATERNAL	194599327	195186981	-	hg002_chr3_maternal_3069	FGF12	hg002_chr3_maternal_3069.7	N	NA
mat	chr3_MATERNAL	195256256	195377302	-	hg002_chr3_maternal_3077	MB21D2	hg002_chr3_maternal_3077.1	N	NA
mat	chr3_MATERNAL	195689816	195730633	+	hg002_chr3_maternal_3080	PLAAT1	hg002_chr3_maternal_3080.3	N	NA
mat	chr3_MATERNAL	195723997	195827969	-	hg002_chr3_maternal_3082	ATP13A5	hg002_chr3_maternal_3082.3	N	NA
mat	chr3_MATERNAL	195848180	196042234	-	hg002_chr3_maternal_3084	ATP13A4	hg002_chr3_maternal_3084.1	N	NA
mat	chr3_MATERNAL	196042323	196146912	+	hg002_chr3_maternal_3087	OPA1	hg002_chr3_maternal_3087.16	N	NA
mat	chr3_MATERNAL	196585278	196587862	+	hg002_chr3_maternal_3101	HES1	hg002_chr3_maternal_3101.1	N	NA
mat	chr3_MATERNAL	196790660	196801825	-	hg002_chr3_maternal_3108	CPN2	hg002_chr3_maternal_3108.1	N	NA
mat	chr3_MATERNAL	196805746	196820241	-	hg002_chr3_maternal_3109	LRRC15	hg002_chr3_maternal_3109.2	N	NA
mat	chr3_MATERNAL	196845615	196850066	-	hg002_chr3_maternal_3110	GP5	hg002_chr3_maternal_3110.1	N	NA
mat	chr3_MATERNAL	196852717	196944473	-	hg002_chr3_maternal_3111	ATP13A3	hg002_chr3_maternal_3111.11	N	NA
mat	chr3_MATERNAL	197037609	197083437	-	hg002_chr3_maternal_3116	TMEM44	hg002_chr3_maternal_3116.1	N	NA
mat	chr3_MATERNAL	197090810	197121767	-	hg002_chr3_maternal_3118	LSG1	hg002_chr3_maternal_3118.1	N	NA
mat	chr3_MATERNAL	197133827	197136982	+	hg002_chr3_maternal_3120	FAM43A	hg002_chr3_maternal_3120.1	N	NA
mat	chr3_MATERNAL	197517983	197720586	-	hg002_chr3_maternal_3128	XXYLT1	hg002_chr3_maternal_3128.5	N	NA
mat	chr3_MATERNAL	197724170	197892429	-	hg002_chr3_maternal_3137	ACAP2	hg002_chr3_maternal_3137.7	N	NA
mat	chr3_MATERNAL	197978348	198007260	-	hg002_chr3_maternal_3140	PPP1R2	hg002_chr3_maternal_3140.4	N	NA
mat	chr3_MATERNAL	198032695	198047934	-	hg002_chr3_maternal_3144	APOD	hg002_chr3_maternal_3144.1	N	NA
mat	chr3_MATERNAL	198317493	198391144	-	hg002_chr3_maternal_3164	MUC4	hg002_chr3_maternal_3164.2	Y	64.58172458172459
mat	chr3_MATERNAL	198442620	198487443	-	hg002_chr3_maternal_3169	TNK2	hg002_chr3_maternal_3169.55	N	NA
mat	chr3_MATERNAL	198762328	198795151	-	hg002_chr3_maternal_3189	TFRC	hg002_chr3_maternal_3189.2	N	NA
mat	chr3_MATERNAL	198909582	198923427	-	hg002_chr3_maternal_3192	ZDHHC19	hg002_chr3_maternal_3192.1	N	NA
mat	chr3_MATERNAL	198928561	198945454	+	hg002_chr3_maternal_3195	SLC51A	hg002_chr3_maternal_3195.1	N	NA
mat	chr3_MATERNAL	198946395	198999770	-	hg002_chr3_maternal_3196	PCYT1A	hg002_chr3_maternal_3196.1	N	NA
mat	chr3_MATERNAL	199003263	199030289	-	hg002_chr3_maternal_3197	DYNLT2B	hg002_chr3_maternal_3197.2	N	NA
mat	chr3_MATERNAL	199035597	199050508	-	hg002_chr3_maternal_3201	TM4SF19	hg002_chr3_maternal_3201.3	N	NA
mat	chr3_MATERNAL	199059757	199144728	-	hg002_chr3_maternal_3203	UBXN7	hg002_chr3_maternal_3203.1	N	NA
mat	chr3_MATERNAL	199180911	199215913	-	hg002_chr3_maternal_3208	RNF168	hg002_chr3_maternal_3208.1	N	NA
mat	chr3_MATERNAL	199219024	199233203	-	hg002_chr3_maternal_3211	SMCO1	hg002_chr3_maternal_3211.1	N	NA
mat	chr3_MATERNAL	199266271	199280668	-	hg002_chr3_maternal_3213	WDR53	hg002_chr3_maternal_3213.8	N	NA
mat	chr3_MATERNAL	199280774	199301187	+	hg002_chr3_maternal_3214	FBXO45	hg002_chr3_maternal_3214.1	N	NA
mat	chr3_MATERNAL	199351859	199374162	+	hg002_chr3_maternal_3216	NRROS	hg002_chr3_maternal_3216.1	N	NA
mat	chr3_MATERNAL	199418436	199424411	-	hg002_chr3_maternal_3217	CEP19	hg002_chr3_maternal_3217.4	N	NA
mat	chr3_MATERNAL	199424538	199448166	+	hg002_chr3_maternal_3219	PIGX	hg002_chr3_maternal_3219.2	N	NA
mat	chr3_MATERNAL	199452017	199548862	+	hg002_chr3_maternal_3220	PAK2	hg002_chr3_maternal_3220.1	N	NA
mat	chr3_MATERNAL	199584141	199650943	+	hg002_chr3_maternal_3223	SENP5	hg002_chr3_maternal_3223.4	N	NA
mat	chr3_MATERNAL	199651635	199658753	-	hg002_chr3_maternal_3224	NCBP2	hg002_chr3_maternal_3224.4	N	NA
mat	chr3_MATERNAL	199658900	199659771	+	hg002_chr3_maternal_3226	NCBP2AS2	hg002_chr3_maternal_3226.1	N	NA
mat	chr3_MATERNAL	199662580	199685186	-	hg002_chr3_maternal_3227	PIGZ	hg002_chr3_maternal_3227.2	N	NA
mat	chr3_MATERNAL	199718274	199746402	-	hg002_chr3_maternal_3231	MELTF	hg002_chr3_maternal_3231.1	N	NA
mat	chr3_MATERNAL	199759393	200016193	-	hg002_chr3_maternal_3233	DLG1	hg002_chr3_maternal_3233.35	N	NA
mat	chr3_MATERNAL	200237949	200301508	-	hg002_chr3_maternal_3241	BDH1	hg002_chr3_maternal_3241.5	N	NA
mat	chr3_MATERNAL	200396774	200477716	-	hg002_chr3_maternal_3248	RUBCN	hg002_chr3_maternal_3248.2	N	NA
mat	chr3_MATERNAL	200477429	200515496	+	hg002_chr3_maternal_3250	FYTTD1	hg002_chr3_maternal_3250.2	N	NA
mat	chr3_MATERNAL	200519126	200616415	+	hg002_chr3_maternal_3251	LRCH3	hg002_chr3_maternal_3251.14	N	NA
mat	chr3_MATERNAL	200617056	200688167	-	hg002_chr3_maternal_3255	IQCG	hg002_chr3_maternal_3255.5	N	NA
mat	chr3_MATERNAL	200678178	200684599	+	hg002_chr3_maternal_3258	RPL35A	hg002_chr3_maternal_3258.1	N	NA
mat	chr3_MATERNAL	200688207	200771836	+	hg002_chr3_maternal_3259	LMLN	hg002_chr3_maternal_3259.1	N	NA
mat	chr3_MATERNAL	201033647	201040004	-	hg002_chr3_maternal_3280	OR4F5	hg002_chr3_maternal_3280.1	N	NA
mat	chr4_MATERNAL	45244	80111	+	hg002_chr4_maternal_3	ZNF595	hg002_chr4_maternal_3.4	N	NA
mat	chr4_MATERNAL	116384	188105	+	hg002_chr4_maternal_7	ZNF718	hg002_chr4_maternal_7.3	Y	5.06108202443281
mat	chr4_MATERNAL	256476	291273	-	hg002_chr4_maternal_12	ZNF732	hg002_chr4_maternal_12.1	N	NA
mat	chr4_MATERNAL	323658	370714	+	hg002_chr4_maternal_14	ZNF141	hg002_chr4_maternal_14.5	N	NA
mat	chr4_MATERNAL	425834	484990	-	hg002_chr4_maternal_19	ZNF721	hg002_chr4_maternal_19.1	N	NA
mat	chr4_MATERNAL	485044	526034	+	hg002_chr4_maternal_21	PIGG	hg002_chr4_maternal_21.18	N	NA
mat	chr4_MATERNAL	565642	568057	-	hg002_chr4_maternal_22	TMEM271	hg002_chr4_maternal_22.1	N	NA
mat	chr4_MATERNAL	617305	662928	+	hg002_chr4_maternal_25	PDE6B	hg002_chr4_maternal_25.1	N	NA
mat	chr4_MATERNAL	664582	666422	-	hg002_chr4_maternal_27	ATP5ME	hg002_chr4_maternal_27.1	N	NA
mat	chr4_MATERNAL	666688	674174	+	hg002_chr4_maternal_28	MYL5	hg002_chr4_maternal_28.12	N	NA
mat	chr4_MATERNAL	668972	683771	-	hg002_chr4_maternal_29	SLC49A3	hg002_chr4_maternal_29.10	N	NA
mat	chr4_MATERNAL	697987	762023	+	hg002_chr4_maternal_31	PCGF3	hg002_chr4_maternal_31.5	N	NA
mat	chr4_MATERNAL	776902	818084	-	hg002_chr4_maternal_37	CPLX1	hg002_chr4_maternal_37.2	N	NA
mat	chr4_MATERNAL	841293	924423	-	hg002_chr4_maternal_40	GAK	hg002_chr4_maternal_40.13	N	NA
mat	chr4_MATERNAL	924567	950808	+	hg002_chr4_maternal_42	TMEM175	hg002_chr4_maternal_42.2	N	NA
mat	chr4_MATERNAL	951039	965835	-	hg002_chr4_maternal_43	DGKQ	hg002_chr4_maternal_43.1	N	NA
mat	chr4_MATERNAL	971275	985687	-	hg002_chr4_maternal_45	SLC26A1	hg002_chr4_maternal_45.3	N	NA
mat	chr4_MATERNAL	979280	1000462	+	hg002_chr4_maternal_46	IDUA	hg002_chr4_maternal_46.5	N	NA
mat	chr4_MATERNAL	1002363	1019191	+	hg002_chr4_maternal_48	FGFRL1	hg002_chr4_maternal_48.2	N	NA
mat	chr4_MATERNAL	1049362	1106671	-	hg002_chr4_maternal_50	RNF212	hg002_chr4_maternal_50.12	N	NA
mat	chr4_MATERNAL	1159843	1202199	-	hg002_chr4_maternal_57	SPON2	hg002_chr4_maternal_57.1	N	NA
mat	chr4_MATERNAL	1204799	1243822	-	hg002_chr4_maternal_61	CTBP1	hg002_chr4_maternal_61.5	N	NA
mat	chr4_MATERNAL	1283319	1334003	+	hg002_chr4_maternal_65	MAEA	hg002_chr4_maternal_65.4	N	NA
mat	chr4_MATERNAL	1335877	1389870	+	hg002_chr4_maternal_66	UVSSA	hg002_chr4_maternal_66.18	N	NA
mat	chr4_MATERNAL	1399567	1403077	-	hg002_chr4_maternal_67	NKX1-1	hg002_chr4_maternal_67.1	N	NA
mat	chr4_MATERNAL	1562111	1674728	-	hg002_chr4_maternal_69	FAM53A	hg002_chr4_maternal_69.24	N	NA
mat	chr4_MATERNAL	1681434	1700959	-	hg002_chr4_maternal_71	SLBP	hg002_chr4_maternal_71.3	N	NA
mat	chr4_MATERNAL	1704592	1709879	-	hg002_chr4_maternal_72	TMEM129	hg002_chr4_maternal_72.1	N	NA
mat	chr4_MATERNAL	1710078	1733810	+	hg002_chr4_maternal_73	TACC3	hg002_chr4_maternal_73.3	N	NA
mat	chr4_MATERNAL	1782600	1798172	+	hg002_chr4_maternal_76	FGFR3	hg002_chr4_maternal_76.1	N	NA
mat	chr4_MATERNAL	1800782	1845458	-	hg002_chr4_maternal_77	LETM1	hg002_chr4_maternal_77.2	N	NA
mat	chr4_MATERNAL	1860698	1971490	+	hg002_chr4_maternal_79	NSD2	hg002_chr4_maternal_79.4	N	NA
mat	chr4_MATERNAL	1972021	1998274	-	hg002_chr4_maternal_81	NELFA	hg002_chr4_maternal_81.1	N	NA
mat	chr4_MATERNAL	2048570	2058334	+	hg002_chr4_maternal_85	NAT8L	hg002_chr4_maternal_85.1	N	NA
mat	chr4_MATERNAL	2061163	2231660	-	hg002_chr4_maternal_86	POLN	hg002_chr4_maternal_86.1	N	NA
mat	chr4_MATERNAL	2217888	2231660	-	hg002_chr4_maternal_88	HAUS3	hg002_chr4_maternal_88.1	N	NA
mat	chr4_MATERNAL	2236966	2251643	-	hg002_chr4_maternal_90	MXD4	hg002_chr4_maternal_90.1	N	NA
mat	chr4_MATERNAL	2259131	2408818	-	hg002_chr4_maternal_92	ZFYVE28	hg002_chr4_maternal_92.3	N	NA
mat	chr4_MATERNAL	2409128	2453080	+	hg002_chr4_maternal_98	CFAP99	hg002_chr4_maternal_98.2	N	NA
mat	chr4_MATERNAL	2459285	2506038	+	hg002_chr4_maternal_101	RNF4	hg002_chr4_maternal_101.2	N	NA
mat	chr4_MATERNAL	2525526	2722759	+	hg002_chr4_maternal_102	FAM193A	hg002_chr4_maternal_102.5	N	NA
mat	chr4_MATERNAL	2731825	2746519	-	hg002_chr4_maternal_103	TNIP2	hg002_chr4_maternal_103.3	N	NA
mat	chr4_MATERNAL	2783275	2830974	+	hg002_chr4_maternal_105	SH3BP2	hg002_chr4_maternal_105.1	N	NA
mat	chr4_MATERNAL	2833721	2919898	+	hg002_chr4_maternal_106	ADD1	hg002_chr4_maternal_106.8	N	NA
mat	chr4_MATERNAL	2920403	2924655	-	hg002_chr4_maternal_107	MFSD10	hg002_chr4_maternal_107.2	N	NA
mat	chr4_MATERNAL	2927766	2953680	-	hg002_chr4_maternal_109	NOP14	hg002_chr4_maternal_109.1	N	NA
mat	chr4_MATERNAL	2953845	3031071	+	hg002_chr4_maternal_110	GRK4	hg002_chr4_maternal_110.8	N	NA
mat	chr4_MATERNAL	3064996	3234249	+	hg002_chr4_maternal_113	HTT	hg002_chr4_maternal_113.1	N	NA
mat	chr4_MATERNAL	3234562	3246902	+	hg002_chr4_maternal_115	MSANTD1	hg002_chr4_maternal_115.3	N	NA
mat	chr4_MATERNAL	3276183	3430765	+	hg002_chr4_maternal_116	RGS12	hg002_chr4_maternal_116.7	N	NA
mat	chr4_MATERNAL	3431857	3440338	+	hg002_chr4_maternal_119	HGFAC	hg002_chr4_maternal_119.3	N	NA
mat	chr4_MATERNAL	3454158	3492308	+	hg002_chr4_maternal_120	DOK7	hg002_chr4_maternal_120.2	N	NA
mat	chr4_MATERNAL	3494433	3523587	-	hg002_chr4_maternal_122	LRPAP1	hg002_chr4_maternal_122.2	N	NA
mat	chr4_MATERNAL	3756466	3758628	+	hg002_chr4_maternal_128	ADRA2C	hg002_chr4_maternal_128.1	N	NA
mat	chr4_MATERNAL	4179483	4217675	-	hg002_chr4_maternal_148	OTOP1	hg002_chr4_maternal_148.1	N	NA
mat	chr4_MATERNAL	4226315	4238998	-	hg002_chr4_maternal_149	TMEM128	hg002_chr4_maternal_149.1	N	NA
mat	chr4_MATERNAL	4258505	4280962	-	hg002_chr4_maternal_150	LYAR	hg002_chr4_maternal_150.2	N	NA
mat	chr4_MATERNAL	4281059	4312628	+	hg002_chr4_maternal_151	ZBTB49	hg002_chr4_maternal_151.3	N	NA
mat	chr4_MATERNAL	4377543	4410036	+	hg002_chr4_maternal_153	NSG1	hg002_chr4_maternal_153.6	N	NA
mat	chr4_MATERNAL	4409946	4533307	-	hg002_chr4_maternal_154	STX18	hg002_chr4_maternal_154.3	N	NA
mat	chr4_MATERNAL	4850643	4854883	+	hg002_chr4_maternal_164	MSX1	hg002_chr4_maternal_164.1	N	NA
mat	chr4_MATERNAL	5005537	5010414	-	hg002_chr4_maternal_169	CYTL1	hg002_chr4_maternal_169.1	N	NA
mat	chr4_MATERNAL	5010342	5492211	+	hg002_chr4_maternal_170	STK32B	hg002_chr4_maternal_170.5	N	NA
mat	chr4_MATERNAL	5520232	5702992	-	hg002_chr4_maternal_174	EVC2	hg002_chr4_maternal_174.3	N	NA
mat	chr4_MATERNAL	5704641	5822360	+	hg002_chr4_maternal_176	EVC	hg002_chr4_maternal_176.6	N	NA
mat	chr4_MATERNAL	5814067	5886513	-	hg002_chr4_maternal_177	CRMP1	hg002_chr4_maternal_177.6	N	NA
mat	chr4_MATERNAL	6019514	6195291	-	hg002_chr4_maternal_180	JAKMIP1	hg002_chr4_maternal_180.7	N	NA
mat	chr4_MATERNAL	6264584	6298015	+	hg002_chr4_maternal_182	WFS1	hg002_chr4_maternal_182.2	N	NA
mat	chr4_MATERNAL	6315362	6560407	-	hg002_chr4_maternal_183	PPP2R2C	hg002_chr4_maternal_183.5	N	NA
mat	chr4_MATERNAL	6571806	6620371	+	hg002_chr4_maternal_185	MAN2B2	hg002_chr4_maternal_185.2	N	NA
mat	chr4_MATERNAL	6637682	6639726	+	hg002_chr4_maternal_187	MRFAP1	hg002_chr4_maternal_187.2	N	NA
mat	chr4_MATERNAL	6689571	6692873	+	hg002_chr4_maternal_192	S100P	hg002_chr4_maternal_192.1	N	NA
mat	chr4_MATERNAL	6703383	6705545	-	hg002_chr4_maternal_193	MRFAP1L1	hg002_chr4_maternal_193.1	N	NA
mat	chr4_MATERNAL	6711854	6713340	+	hg002_chr4_maternal_195	BLOC1S4	hg002_chr4_maternal_195.1	N	NA
mat	chr4_MATERNAL	6778372	6880409	+	hg002_chr4_maternal_197	KIAA0232	hg002_chr4_maternal_197.2	N	NA
mat	chr4_MATERNAL	6905711	7029329	+	hg002_chr4_maternal_198	TBC1D14	hg002_chr4_maternal_198.7	N	NA
mat	chr4_MATERNAL	7039570	7054155	+	hg002_chr4_maternal_202	TADA2B	hg002_chr4_maternal_202.1	N	NA
mat	chr4_MATERNAL	7055098	7064264	-	hg002_chr4_maternal_203	GRPEL1	hg002_chr4_maternal_203.1	N	NA
mat	chr4_MATERNAL	7189460	7739764	+	hg002_chr4_maternal_208	SORCS2	hg002_chr4_maternal_208.3	N	NA
mat	chr4_MATERNAL	7427226	7431872	-	hg002_chr4_maternal_212	PSAPL1	hg002_chr4_maternal_212.1	N	NA
mat	chr4_MATERNAL	7755801	7943587	-	hg002_chr4_maternal_217	AFAP1	hg002_chr4_maternal_217.7	N	NA
mat	chr4_MATERNAL	7969067	8161480	-	hg002_chr4_maternal_220	ABLIM2	hg002_chr4_maternal_220.34	N	NA
mat	chr4_MATERNAL	8184771	8243736	+	hg002_chr4_maternal_224	SH3TC1	hg002_chr4_maternal_224.8	N	NA
mat	chr4_MATERNAL	8272402	8310921	+	hg002_chr4_maternal_226	HTRA3	hg002_chr4_maternal_226.3	N	NA
mat	chr4_MATERNAL	8359064	8444466	-	hg002_chr4_maternal_229	ACOX3	hg002_chr4_maternal_229.15	N	NA
mat	chr4_MATERNAL	8444520	8520650	+	hg002_chr4_maternal_231	TRMT44	hg002_chr4_maternal_231.5	N	NA
mat	chr4_MATERNAL	8584224	8593855	+	hg002_chr4_maternal_232	GPR78	hg002_chr4_maternal_232.1	N	NA
mat	chr4_MATERNAL	8596597	8623685	+	hg002_chr4_maternal_233	CPZ	hg002_chr4_maternal_233.1	N	NA
mat	chr4_MATERNAL	8870961	8896726	-	hg002_chr4_maternal_236	HMX1	hg002_chr4_maternal_236.2	N	NA
mat	chr4_MATERNAL	9209150	9210742	+	hg002_chr4_maternal_252	USP17L21	hg002_chr4_maternal_252.1	Y	NA
mat	chr4_MATERNAL	9213902	9215494	+	hg002_chr4_maternal_253	USP17L12	hg002_chr4_maternal_253.1	Y	NA
mat	chr4_MATERNAL	9218653	9220245	+	hg002_chr4_maternal_254	USP17L19	hg002_chr4_maternal_254.1	Y	NA
mat	chr4_MATERNAL	9232901	9234493	+	hg002_chr4_maternal_257	USP17L21	hg002_chr4_maternal_257.1	Y	NA
mat	chr4_MATERNAL	9237653	9239245	+	hg002_chr4_maternal_258	USP17L12	hg002_chr4_maternal_258.1	Y	NA
mat	chr4_MATERNAL	9242404	9243996	+	hg002_chr4_maternal_259	USP17L12	hg002_chr4_maternal_259.1	Y	NA
mat	chr4_MATERNAL	9261402	9262994	+	hg002_chr4_maternal_263	USP17L12	hg002_chr4_maternal_263.1	N	NA
mat	chr4_MATERNAL	9266153	9267745	+	hg002_chr4_maternal_264	USP17L12	hg002_chr4_maternal_264.1	N	NA
mat	chr4_MATERNAL	9270903	9272495	+	hg002_chr4_maternal_265	USP17L19	hg002_chr4_maternal_265.1	N	NA
mat	chr4_MATERNAL	9280401	9281993	+	hg002_chr4_maternal_267	USP17L21	hg002_chr4_maternal_267.1	Y	NA
mat	chr4_MATERNAL	9285152	9286744	+	hg002_chr4_maternal_268	USP17L21	hg002_chr4_maternal_268.1	N	NA
mat	chr4_MATERNAL	9289903	9291495	+	hg002_chr4_maternal_269	USP17L21	hg002_chr4_maternal_269.1	N	NA
mat	chr4_MATERNAL	9294654	9296246	+	hg002_chr4_maternal_270	USP17L21	hg002_chr4_maternal_270.1	N	NA
mat	chr4_MATERNAL	9299406	9300998	+	hg002_chr4_maternal_271	USP17L18	hg002_chr4_maternal_271.1	N	NA
mat	chr4_MATERNAL	9304157	9305749	+	hg002_chr4_maternal_272	USP17L21	hg002_chr4_maternal_272.1	N	NA
