gene_id	gene_name	transcript_id	broken	pident
hg002_chr21_maternal_338	MAP3K7CL	hg002_chr21_maternal_338.13	N	NA
hg002_chr21_maternal_346	BACH1	hg002_chr21_maternal_346.1	N	NA
hg002_chr21_maternal_352	GRIK1	hg002_chr21_maternal_352.5	N	NA
hg002_chr21_maternal_357	CLDN17	hg002_chr21_maternal_357.1	N	NA
hg002_chr21_maternal_359	CLDN8	hg002_chr21_maternal_359.1	N	NA
hg002_chr21_maternal_361	KRTAP24-1	hg002_chr21_maternal_361.1	N	NA
hg002_chr21_maternal_362	KRTAP25-1	hg002_chr21_maternal_362.1	N	NA
hg002_chr21_maternal_363	KRTAP26-1	hg002_chr21_maternal_363.1	N	NA
hg002_chr21_maternal_364	KRTAP27-1	hg002_chr21_maternal_364.1	N	NA
hg002_chr21_maternal_365	KRTAP23-1	hg002_chr21_maternal_365.1	N	NA
hg002_chr21_maternal_367	KRTAP13-2	hg002_chr21_maternal_367.1	N	NA
hg002_chr21_maternal_370	KRTAP13-1	hg002_chr21_maternal_370.1	N	NA
hg002_chr21_maternal_371	KRTAP13-3	hg002_chr21_maternal_371.1	N	NA
hg002_chr21_maternal_372	KRTAP13-4	hg002_chr21_maternal_372.1	N	NA
hg002_chr21_maternal_374	KRTAP15-1	hg002_chr21_maternal_374.1	N	NA
hg002_chr21_maternal_375	KRTAP19-1	hg002_chr21_maternal_375.1	N	NA
hg002_chr21_maternal_376	KRTAP19-2	hg002_chr21_maternal_376.1	N	NA
hg002_chr21_maternal_377	KRTAP19-3	hg002_chr21_maternal_377.1	N	NA
hg002_chr21_maternal_378	KRTAP19-4	hg002_chr21_maternal_378.1	N	NA
hg002_chr21_maternal_379	KRTAP19-5	hg002_chr21_maternal_379.1	N	NA
hg002_chr21_maternal_383	KRTAP19-6	hg002_chr21_maternal_383.1	Y	67.85714285714286
hg002_chr21_maternal_384	KRTAP19-7	hg002_chr21_maternal_384.1	N	NA
hg002_chr21_maternal_385	KRTAP22-2	hg002_chr21_maternal_385.1	N	NA
hg002_chr21_maternal_387	KRTAP6-2	hg002_chr21_maternal_387.1	N	NA
hg002_chr21_maternal_388	KRTAP22-1	hg002_chr21_maternal_388.1	N	NA
hg002_chr21_maternal_389	KRTAP6-1	hg002_chr21_maternal_389.1	N	NA
hg002_chr21_maternal_390	KRTAP20-1	hg002_chr21_maternal_390.1	N	NA
hg002_chr21_maternal_391	KRTAP20-4	hg002_chr21_maternal_391.1	N	NA
hg002_chr21_maternal_392	KRTAP20-2	hg002_chr21_maternal_392.1	N	NA
hg002_chr21_maternal_393	KRTAP20-3	hg002_chr21_maternal_393.1	N	NA
hg002_chr21_maternal_395	KRTAP21-3	hg002_chr21_maternal_395.1	N	NA
hg002_chr21_maternal_397	KRTAP21-2	hg002_chr21_maternal_397.1	N	NA
hg002_chr21_maternal_398	KRTAP21-1	hg002_chr21_maternal_398.1	N	NA
hg002_chr21_maternal_401	KRTAP8-1	hg002_chr21_maternal_401.1	N	NA
hg002_chr21_maternal_402	KRTAP7-1	hg002_chr21_maternal_402.1	N	NA
hg002_chr21_maternal_403	KRTAP11-1	hg002_chr21_maternal_403.1	N	NA
hg002_chr21_maternal_407	KRTAP19-8	hg002_chr21_maternal_407.1	N	NA
hg002_chr21_maternal_409	TIAM1	hg002_chr21_maternal_409.6	N	NA
hg002_chr21_maternal_415	SOD1	hg002_chr21_maternal_415.1	N	NA
hg002_chr21_maternal_417	SCAF4	hg002_chr21_maternal_417.3	N	NA
hg002_chr21_maternal_421	HUNK	hg002_chr21_maternal_421.1	N	NA
hg002_chr21_maternal_423	MIS18A	hg002_chr21_maternal_423.4	N	NA
hg002_chr21_maternal_425	MRAP	hg002_chr21_maternal_425.4	N	NA
hg002_chr21_maternal_428	URB1	hg002_chr21_maternal_428.1	N	NA
hg002_chr21_maternal_431	EVA1C	hg002_chr21_maternal_431.9	N	NA
hg002_chr21_maternal_436	TCP10L	hg002_chr21_maternal_436.1	N	NA
hg002_chr21_maternal_437	CFAP298	hg002_chr21_maternal_437.3	N	NA
hg002_chr21_maternal_439	SYNJ1	hg002_chr21_maternal_439.16	N	NA
hg002_chr21_maternal_442	PAXBP1	hg002_chr21_maternal_442.1	N	NA
hg002_chr21_maternal_445	C21orf62	hg002_chr21_maternal_445.1	NA	NA
hg002_chr21_maternal_450	OLIG2	hg002_chr21_maternal_450.1	N	NA
hg002_chr21_maternal_452	OLIG1	hg002_chr21_maternal_452.1	N	NA
hg002_chr21_maternal_456	IFNAR2	hg002_chr21_maternal_456.2	N	NA
hg002_chr21_maternal_458	IL10RB	hg002_chr21_maternal_458.1	N	NA
hg002_chr21_maternal_459	IFNAR1	hg002_chr21_maternal_459.2	N	NA
hg002_chr21_maternal_461	IFNGR2	hg002_chr21_maternal_461.2	N	NA
hg002_chr21_maternal_462	TMEM50B	hg002_chr21_maternal_462.3	N	NA
hg002_chr21_maternal_464	DNAJC28	hg002_chr21_maternal_464.2	N	NA
hg002_chr21_maternal_465	GART	hg002_chr21_maternal_465.8	N	NA
hg002_chr21_maternal_467	SON	hg002_chr21_maternal_467.6	N	NA
hg002_chr21_maternal_469	DONSON	hg002_chr21_maternal_469.1	N	NA
hg002_chr21_maternal_470	CRYZL1	hg002_chr21_maternal_470.1	N	NA
hg002_chr21_maternal_471	ITSN1	hg002_chr21_maternal_471.16	N	NA
hg002_chr21_maternal_472	ATP5PO	hg002_chr21_maternal_472.1	N	NA
hg002_chr21_maternal_479	SLC5A3	hg002_chr21_maternal_479.1	N	NA
hg002_chr21_maternal_480	MRPS6	hg002_chr21_maternal_480.1	N	NA
hg002_chr21_maternal_483	KCNE2	hg002_chr21_maternal_483.1	N	NA
hg002_chr21_maternal_485	SMIM11	hg002_chr21_maternal_485.2	N	NA
hg002_chr21_maternal_486	C21orf140	hg002_chr21_maternal_486.1	N	NA
hg002_chr21_maternal_488	SMIM34	hg002_chr21_maternal_488.2	Y	68.26347305389223
hg002_chr21_maternal_492	RCAN1	hg002_chr21_maternal_492.7	N	NA
hg002_chr21_maternal_493	CLIC6	hg002_chr21_maternal_493.2	N	NA
hg002_chr21_maternal_497	RUNX1	hg002_chr21_maternal_497.4	N	NA
hg002_chr21_maternal_511	SETD4	hg002_chr21_maternal_511.3	N	NA
hg002_chr21_maternal_515	CBR1	hg002_chr21_maternal_515.2	N	NA
hg002_chr21_maternal_520	CBR3	hg002_chr21_maternal_520.2	N	NA
hg002_chr21_maternal_521	DOP1B	hg002_chr21_maternal_521.3	N	NA
hg002_chr21_maternal_527	MORC3	hg002_chr21_maternal_527.3	N	NA
hg002_chr21_maternal_528	CHAF1B	hg002_chr21_maternal_528.1	N	NA
hg002_chr21_maternal_531	CLDN14	hg002_chr21_maternal_531.2	N	NA
hg002_chr21_maternal_534	SIM2	hg002_chr21_maternal_534.4	N	NA
hg002_chr21_maternal_536	HLCS	hg002_chr21_maternal_536.9	N	NA
hg002_chr21_maternal_542	RIPPLY3	hg002_chr21_maternal_542.3	N	NA
hg002_chr21_maternal_545	PIGP	hg002_chr21_maternal_545.4	N	NA
hg002_chr21_maternal_546	TTC3	hg002_chr21_maternal_546.6	N	NA
hg002_chr21_maternal_550	VPS26C	hg002_chr21_maternal_550.5	N	NA
hg002_chr21_maternal_553	DYRK1A	hg002_chr21_maternal_553.4	N	NA
hg002_chr21_maternal_556	KCNJ6	hg002_chr21_maternal_556.1	N	NA
hg002_chr21_maternal_565	KCNJ15	hg002_chr21_maternal_565.7	N	NA
hg002_chr21_maternal_570	ERG	hg002_chr21_maternal_570.8	N	NA
hg002_chr21_maternal_575	ETS2	hg002_chr21_maternal_575.2	N	NA
hg002_chr21_maternal_584	PSMG1	hg002_chr21_maternal_584.1	N	NA
hg002_chr21_maternal_585	BRWD1	hg002_chr21_maternal_585.6	N	NA
hg002_chr21_maternal_590	HMGN1	hg002_chr21_maternal_590.4	N	NA
hg002_chr21_maternal_594	GET1	hg002_chr21_maternal_594.4	N	NA
hg002_chr21_maternal_596	LCA5L	hg002_chr21_maternal_596.34	N	NA
hg002_chr21_maternal_597	SH3BGR	hg002_chr21_maternal_597.5	N	NA
hg002_chr21_maternal_603	B3GALT5	hg002_chr21_maternal_603.2	N	NA
hg002_chr21_maternal_605	IGSF5	hg002_chr21_maternal_605.2	N	NA
hg002_chr21_maternal_607	PCP4	hg002_chr21_maternal_607.1	N	NA
hg002_chr21_maternal_608	DSCAM	hg002_chr21_maternal_608.2	N	NA
hg002_chr21_maternal_618	BACE2	hg002_chr21_maternal_618.1	N	NA
hg002_chr21_maternal_620	FAM3B	hg002_chr21_maternal_620.2	N	NA
hg002_chr21_maternal_621	MX2	hg002_chr21_maternal_621.1	N	NA
hg002_chr21_maternal_622	MX1	hg002_chr21_maternal_622.15	N	NA
hg002_chr21_maternal_623	TMPRSS2	hg002_chr21_maternal_623.1	N	NA
hg002_chr21_maternal_635	RIPK4	hg002_chr21_maternal_635.1	N	NA
hg002_chr21_maternal_638	PRDM15	hg002_chr21_maternal_638.21	N	NA
hg002_chr21_maternal_639	C2CD2	hg002_chr21_maternal_639.4	N	NA
hg002_chr21_maternal_641	ZBTB21	hg002_chr21_maternal_641.9	N	NA
hg002_chr21_maternal_644	UMODL1	hg002_chr21_maternal_644.3	N	NA
hg002_chr21_maternal_646	ABCG1	hg002_chr21_maternal_646.5	N	NA
hg002_chr21_maternal_649	TFF3	hg002_chr21_maternal_649.1	N	NA
hg002_chr21_maternal_650	TFF2	hg002_chr21_maternal_650.1	N	NA
hg002_chr21_maternal_652	TFF1	hg002_chr21_maternal_652.1	N	NA
hg002_chr21_maternal_653	TMPRSS3	hg002_chr21_maternal_653.2	N	NA
hg002_chr21_maternal_654	UBASH3A	hg002_chr21_maternal_654.12	N	NA
hg002_chr21_maternal_656	RSPH1	hg002_chr21_maternal_656.2	N	NA
hg002_chr21_maternal_658	SLC37A1	hg002_chr21_maternal_658.9	N	NA
hg002_chr21_maternal_663	PDE9A	hg002_chr21_maternal_663.7	N	NA
hg002_chr21_maternal_667	WDR4	hg002_chr21_maternal_667.10	N	NA
hg002_chr21_maternal_669	NDUFV3	hg002_chr21_maternal_669.2	N	NA
hg002_chr21_maternal_670	ERVH48-1	hg002_chr21_maternal_670.1	N	NA
hg002_chr21_maternal_675	PKNOX1	hg002_chr21_maternal_675.3	N	NA
hg002_chr21_maternal_692	HSF2BP	hg002_chr21_maternal_692.12	N	NA
hg002_chr21_maternal_698	H2BC12L	hg002_chr21_maternal_698.1	N	NA
hg002_chr21_maternal_700	RRP1B	hg002_chr21_maternal_700.1	N	NA
hg002_chr21_maternal_704	PDXK	hg002_chr21_maternal_704.1	N	NA
hg002_chr21_maternal_706	CSTB	hg002_chr21_maternal_706.1	N	NA
hg002_chr21_maternal_709	RRP1	hg002_chr21_maternal_709.2	N	NA
hg002_chr21_maternal_713	AGPAT3	hg002_chr21_maternal_713.3	N	NA
hg002_chr21_maternal_730	ICOSLG	hg002_chr21_maternal_730.8	N	NA
hg002_chr21_maternal_731	DNMT3L	hg002_chr21_maternal_731.2	N	NA
hg002_chr21_maternal_733	AIRE	hg002_chr21_maternal_733.1	N	NA
hg002_chr21_maternal_734	PFKL	hg002_chr21_maternal_734.2	N	NA
hg002_chr21_maternal_735	CFAP410	hg002_chr21_maternal_735.9	N	NA
hg002_chr21_maternal_736	TRPM2	hg002_chr21_maternal_736.6	N	NA
hg002_chr21_maternal_741	LRRC3	hg002_chr21_maternal_741.1	N	NA
hg002_chr21_maternal_748	TSPEAR	hg002_chr21_maternal_748.2	N	NA
hg002_chr21_maternal_752	KRTAP10-1	hg002_chr21_maternal_752.1	N	NA
hg002_chr21_maternal_753	KRTAP10-2	hg002_chr21_maternal_753.1	N	NA
hg002_chr21_maternal_754	KRTAP10-3	hg002_chr21_maternal_754.1	N	NA
hg002_chr21_maternal_755	KRTAP10-4	hg002_chr21_maternal_755.1	N	NA
hg002_chr21_maternal_756	KRTAP10-5	hg002_chr21_maternal_756.1	N	NA
hg002_chr21_maternal_757	KRTAP10-6	hg002_chr21_maternal_757.1	Y	NA
hg002_chr21_maternal_758	KRTAP10-7	hg002_chr21_maternal_758.1	N	NA
hg002_chr21_maternal_759	KRTAP10-8	hg002_chr21_maternal_759.1	N	NA
hg002_chr21_maternal_760	KRTAP10-9	hg002_chr21_maternal_760.1	N	NA
hg002_chr21_maternal_761	KRTAP10-10	hg002_chr21_maternal_761.1	N	NA
hg002_chr21_maternal_762	KRTAP10-11	hg002_chr21_maternal_762.1	N	NA
hg002_chr21_maternal_763	KRTAP12-4	hg002_chr21_maternal_763.1	N	NA
hg002_chr21_maternal_764	KRTAP12-3	hg002_chr21_maternal_764.1	N	NA
hg002_chr21_maternal_765	KRTAP12-2	hg002_chr21_maternal_765.1	N	NA
hg002_chr21_maternal_767	KRTAP12-1	hg002_chr21_maternal_767.1	N	NA
hg002_chr21_maternal_769	KRTAP10-12	hg002_chr21_maternal_769.1	N	NA
hg002_chr21_maternal_771	UBE2G2	hg002_chr21_maternal_771.2	N	NA
hg002_chr21_maternal_773	SUMO3	hg002_chr21_maternal_773.2	N	NA
hg002_chr21_maternal_774	PTTG1IP	hg002_chr21_maternal_774.2	N	NA
hg002_chr21_maternal_776	ITGB2	hg002_chr21_maternal_776.3	N	NA
hg002_chr21_maternal_780	SLX9	hg002_chr21_maternal_780.7	N	NA
hg002_chr21_maternal_786	ADARB1	hg002_chr21_maternal_786.5	N	NA
hg002_chr21_maternal_789	POFUT2	hg002_chr21_maternal_789.11	N	NA
hg002_chr21_maternal_797	COL18A1	hg002_chr21_maternal_797.1	N	NA
hg002_chr21_maternal_802	SLC19A1	hg002_chr21_maternal_802.20	N	NA
hg002_chr21_maternal_805	PCBP3	hg002_chr21_maternal_805.25	N	NA
hg002_chr21_maternal_810	COL6A1	hg002_chr21_maternal_810.1	N	NA
hg002_chr21_maternal_813	COL6A2	hg002_chr21_maternal_813.3	N	NA
hg002_chr21_maternal_815	FTCD	hg002_chr21_maternal_815.4	N	NA
hg002_chr21_maternal_817	SPATC1L	hg002_chr21_maternal_817.2	N	NA
hg002_chr21_maternal_819	LSS	hg002_chr21_maternal_819.4	N	NA
hg002_chr21_maternal_822	MCM3AP	hg002_chr21_maternal_822.1	N	NA
hg002_chr21_maternal_823	YBEY	hg002_chr21_maternal_823.8	N	NA
hg002_chr21_maternal_824	C21orf58	hg002_chr21_maternal_824.14	N	NA
hg002_chr21_maternal_825	PCNT	hg002_chr21_maternal_825.1	N	NA
hg002_chr21_maternal_828	DIP2A	hg002_chr21_maternal_828.26	N	NA
hg002_chr21_maternal_831	S100B	hg002_chr21_maternal_831.1	N	NA
hg002_chr21_maternal_832	PRMT2	hg002_chr21_maternal_832.13	N	NA
hg002_chr22_maternal_99	FRG2C	hg002_chr22_maternal_99.1	Y	NA
hg002_chr22_maternal_164	OR11H1	hg002_chr22_maternal_164.1	N	NA
hg002_chr22_maternal_177	POTEH	hg002_chr22_maternal_177.1	N	NA
hg002_chr22_maternal_204	CCT8L2	hg002_chr22_maternal_204.1	N	NA
hg002_chr22_maternal_213	XKR3	hg002_chr22_maternal_213.4	N	NA
hg002_chr22_maternal_223	GAB4	hg002_chr22_maternal_223.3	Y	57.8397212543554
hg002_chr22_maternal_228	IL17RA	hg002_chr22_maternal_228.2	N	NA
hg002_chr22_maternal_230	TMEM121B	hg002_chr22_maternal_230.3	N	NA
hg002_chr22_maternal_232	HDHD5	hg002_chr22_maternal_232.4	N	NA
hg002_chr22_maternal_234	ADA2	hg002_chr22_maternal_234.3	N	NA
hg002_chr22_maternal_240	CECR2	hg002_chr22_maternal_240.5	N	NA
hg002_chr22_maternal_244	SLC25A18	hg002_chr22_maternal_244.3	N	NA
hg002_chr22_maternal_247	ATP6V1E1	hg002_chr22_maternal_247.1	N	NA
hg002_chr22_maternal_248	BCL2L13	hg002_chr22_maternal_248.21	N	NA
hg002_chr22_maternal_250	BID	hg002_chr22_maternal_250.2	N	NA
hg002_chr22_maternal_253	MICAL3	hg002_chr22_maternal_253.1	N	NA
hg002_chr22_maternal_259	PEX26	hg002_chr22_maternal_259.1	N	NA
hg002_chr22_maternal_261	TUBA8	hg002_chr22_maternal_261.2	N	NA
hg002_chr22_maternal_263	USP18	hg002_chr22_maternal_263.1	N	NA
hg002_chr22_maternal_274	GGTLC3	hg002_chr22_maternal_274.3	Y	62.66666666666667
hg002_chr22_maternal_286	GGTLC3	hg002_chr22_maternal_286.3	Y	62.22222222222222
hg002_chr22_maternal_294	GGTLC2	hg002_chr22_maternal_294.5	N	NA
hg002_chr22_maternal_295	TMEM191C	hg002_chr22_maternal_295.2	N	NA
hg002_chr22_maternal_302	RIMBP3C	hg002_chr22_maternal_302.1	N	NA
hg002_chr22_maternal_304	FAM246A	hg002_chr22_maternal_304.1	N	NA
hg002_chr22_maternal_318	DGCR6	hg002_chr22_maternal_318.2	N	NA
hg002_chr22_maternal_319	PRODH	hg002_chr22_maternal_319.1	N	NA
hg002_chr22_maternal_324	DGCR2	hg002_chr22_maternal_324.4	N	NA
hg002_chr22_maternal_329	ESS2	hg002_chr22_maternal_329.2	N	NA
hg002_chr22_maternal_330	TSSK2	hg002_chr22_maternal_330.1	N	NA
hg002_chr22_maternal_332	GSC2	hg002_chr22_maternal_332.1	N	NA
hg002_chr22_maternal_334	SLC25A1	hg002_chr22_maternal_334.3	N	NA
hg002_chr22_maternal_335	CLTCL1	hg002_chr22_maternal_335.3	N	NA
hg002_chr22_maternal_342	HIRA	hg002_chr22_maternal_342.1	N	NA
hg002_chr22_maternal_344	MRPL40	hg002_chr22_maternal_344.2	N	NA
hg002_chr22_maternal_345	C22orf39	hg002_chr22_maternal_345.2	N	NA
hg002_chr22_maternal_346	UFD1	hg002_chr22_maternal_346.4	N	NA
hg002_chr22_maternal_347	CDC45	hg002_chr22_maternal_347.11	N	NA
hg002_chr22_maternal_348	CLDN5	hg002_chr22_maternal_348.2	N	NA
hg002_chr22_maternal_353	SEPTIN5	hg002_chr22_maternal_353.1	N	NA
hg002_chr22_maternal_355	GP1BB	hg002_chr22_maternal_355.1	N	NA
hg002_chr22_maternal_357	TBX1	hg002_chr22_maternal_357.6	N	NA
hg002_chr22_maternal_358	GNB1L	hg002_chr22_maternal_358.1	N	NA
hg002_chr22_maternal_360	RTL10	hg002_chr22_maternal_360.1	N	NA
hg002_chr22_maternal_362	TXNRD2	hg002_chr22_maternal_362.4	N	NA
hg002_chr22_maternal_365	COMT	hg002_chr22_maternal_365.1	N	NA
hg002_chr22_maternal_367	ARVCF	hg002_chr22_maternal_367.10	N	NA
hg002_chr22_maternal_369	TANGO2	hg002_chr22_maternal_369.51	N	NA
hg002_chr22_maternal_371	DGCR8	hg002_chr22_maternal_371.2	N	NA
hg002_chr22_maternal_374	TRMT2A	hg002_chr22_maternal_374.4	N	NA
hg002_chr22_maternal_376	RANBP1	hg002_chr22_maternal_376.1	N	NA
hg002_chr22_maternal_378	ZDHHC8	hg002_chr22_maternal_378.2	N	NA
hg002_chr22_maternal_379	CCDC188	hg002_chr22_maternal_379.1	N	NA
hg002_chr22_maternal_385	RTN4R	hg002_chr22_maternal_385.1	N	NA
hg002_chr22_maternal_388	DGCR6L	hg002_chr22_maternal_388.1	N	NA
hg002_chr22_maternal_392	ZNF74	hg002_chr22_maternal_392.4	N	NA
hg002_chr22_maternal_394	SCARF2	hg002_chr22_maternal_394.2	N	NA
hg002_chr22_maternal_396	KLHL22	hg002_chr22_maternal_396.8	N	NA
hg002_chr22_maternal_403	MED15	hg002_chr22_maternal_403.10	N	NA
hg002_chr22_maternal_415	PI4KA	hg002_chr22_maternal_415.4	N	NA
hg002_chr22_maternal_416	SERPIND1	hg002_chr22_maternal_416.1	N	NA
hg002_chr22_maternal_417	SNAP29	hg002_chr22_maternal_417.1	N	NA
hg002_chr22_maternal_418	CRKL	hg002_chr22_maternal_418.1	N	NA
hg002_chr22_maternal_421	AIFM3	hg002_chr22_maternal_421.4	N	NA
hg002_chr22_maternal_422	LZTR1	hg002_chr22_maternal_422.1	N	NA
hg002_chr22_maternal_423	THAP7	hg002_chr22_maternal_423.1	N	NA
hg002_chr22_maternal_426	P2RX6	hg002_chr22_maternal_426.25	N	NA
hg002_chr22_maternal_427	SLC7A4	hg002_chr22_maternal_427.1	N	NA
hg002_chr22_maternal_430	LRRC74B	hg002_chr22_maternal_430.15	N	NA
hg002_chr22_maternal_451	FAM246A	hg002_chr22_maternal_451.3	N	NA
hg002_chr22_maternal_453	RIMBP3B	hg002_chr22_maternal_453.1	N	NA
hg002_chr22_maternal_460	TMEM191C	hg002_chr22_maternal_460.2	N	NA
hg002_chr22_maternal_461	HIC2	hg002_chr22_maternal_461.3	N	NA
hg002_chr22_maternal_466	RIMBP3C	hg002_chr22_maternal_466.1	Y	NA
hg002_chr22_maternal_467	UBE2L3	hg002_chr22_maternal_467.3	N	NA
hg002_chr22_maternal_468	YDJC	hg002_chr22_maternal_468.1	N	NA
hg002_chr22_maternal_469	CCDC116	hg002_chr22_maternal_469.2	N	NA
hg002_chr22_maternal_470	SDF2L1	hg002_chr22_maternal_470.1	N	NA
hg002_chr22_maternal_474	PPIL2	hg002_chr22_maternal_474.3	N	NA
hg002_chr22_maternal_475	YPEL1	hg002_chr22_maternal_475.3	N	NA
hg002_chr22_maternal_477	MAPK1	hg002_chr22_maternal_477.1	N	NA
hg002_chr22_maternal_479	PPM1F	hg002_chr22_maternal_479.1	N	NA
hg002_chr22_maternal_481	TOP3B	hg002_chr22_maternal_481.1	N	NA
hg002_chr22_maternal_489	RSPH14	hg002_chr22_maternal_489.6	N	NA
hg002_chr22_maternal_490	GNAZ	hg002_chr22_maternal_490.3	N	NA
hg002_chr22_maternal_493	RAB36	hg002_chr22_maternal_493.17	N	NA
hg002_chr22_maternal_495	BCR	hg002_chr22_maternal_495.1	N	NA
hg002_chr22_maternal_513	IGLL1	hg002_chr22_maternal_513.2	N	NA
hg002_chr22_maternal_514	DRICH1	hg002_chr22_maternal_514.6	N	NA
hg002_chr22_maternal_518	RGL4	hg002_chr22_maternal_518.2	N	NA
hg002_chr22_maternal_520	ZNF70	hg002_chr22_maternal_520.2	N	NA
hg002_chr22_maternal_521	VPREB3	hg002_chr22_maternal_521.1	N	NA
hg002_chr22_maternal_522	C22orf15	hg002_chr22_maternal_522.12	N	NA
hg002_chr22_maternal_523	CHCHD10	hg002_chr22_maternal_523.2	N	NA
hg002_chr22_maternal_525	MMP11	hg002_chr22_maternal_525.1	N	NA
hg002_chr22_maternal_526	SMARCB1	hg002_chr22_maternal_526.4	N	NA
hg002_chr22_maternal_527	DERL3	hg002_chr22_maternal_527.1	N	NA
hg002_chr22_maternal_528	SLC2A11	hg002_chr22_maternal_528.6	N	NA
hg002_chr22_maternal_531	MIF	hg002_chr22_maternal_531.1	N	NA
hg002_chr22_maternal_533	DDT	hg002_chr22_maternal_533.1	N	NA
hg002_chr22_maternal_534	GSTT2B	hg002_chr22_maternal_534.2	N	NA
hg002_chr22_maternal_535	GSTT4	hg002_chr22_maternal_535.2	N	NA
hg002_chr22_maternal_539	CABIN1	hg002_chr22_maternal_539.11	N	NA
hg002_chr22_maternal_540	SUSD2	hg002_chr22_maternal_540.1	N	NA
hg002_chr22_maternal_542	GGT5	hg002_chr22_maternal_542.13	N	NA
hg002_chr22_maternal_548	SPECC1L	hg002_chr22_maternal_548.3	N	NA
hg002_chr22_maternal_550	ADORA2A	hg002_chr22_maternal_550.2	N	NA
hg002_chr22_maternal_552	UPB1	hg002_chr22_maternal_552.5	N	NA
hg002_chr22_maternal_553	GUCD1	hg002_chr22_maternal_553.1	N	NA
hg002_chr22_maternal_554	SNRPD3	hg002_chr22_maternal_554.3	N	NA
hg002_chr22_maternal_556	GGT1	hg002_chr22_maternal_556.2	N	NA
hg002_chr22_maternal_557	LRRC75B	hg002_chr22_maternal_557.1	N	NA
hg002_chr22_maternal_565	PIWIL3	hg002_chr22_maternal_565.2	N	NA
hg002_chr22_maternal_567	SGSM1	hg002_chr22_maternal_567.2	N	NA
hg002_chr22_maternal_569	LHFPL7	hg002_chr22_maternal_569.2	N	NA
hg002_chr22_maternal_570	KIAA1671	hg002_chr22_maternal_570.2	N	NA
hg002_chr22_maternal_573	CRYBB3	hg002_chr22_maternal_573.1	N	NA
hg002_chr22_maternal_574	CRYBB2	hg002_chr22_maternal_574.2	N	NA
hg002_chr22_maternal_585	GRK3	hg002_chr22_maternal_585.3	N	NA
hg002_chr22_maternal_588	MYO18B	hg002_chr22_maternal_588.3	N	NA
hg002_chr22_maternal_594	SEZ6L	hg002_chr22_maternal_594.6	N	NA
hg002_chr22_maternal_599	ASPHD2	hg002_chr22_maternal_599.1	N	NA
hg002_chr22_maternal_600	HPS4	hg002_chr22_maternal_600.20	N	NA
hg002_chr22_maternal_601	SRRD	hg002_chr22_maternal_601.1	N	NA
hg002_chr22_maternal_602	TFIP11	hg002_chr22_maternal_602.7	N	NA
hg002_chr22_maternal_604	TPST2	hg002_chr22_maternal_604.6	N	NA
hg002_chr22_maternal_607	CRYBA4	hg002_chr22_maternal_607.2	N	NA
hg002_chr22_maternal_608	CRYBB1	hg002_chr22_maternal_608.1	N	NA
hg002_chr22_maternal_628	MN1	hg002_chr22_maternal_628.1	N	NA
hg002_chr22_maternal_630	PITPNB	hg002_chr22_maternal_630.4	N	NA
hg002_chr22_maternal_634	TTC28	hg002_chr22_maternal_634.7	N	NA
hg002_chr22_maternal_640	CHEK2	hg002_chr22_maternal_640.14	N	NA
hg002_chr22_maternal_641	HSCB	hg002_chr22_maternal_641.4	N	NA
hg002_chr22_maternal_642	CCDC117	hg002_chr22_maternal_642.3	N	NA
hg002_chr22_maternal_643	XBP1	hg002_chr22_maternal_643.3	N	NA
hg002_chr22_maternal_646	ZNRF3	hg002_chr22_maternal_646.1	N	NA
hg002_chr22_maternal_648	C22orf31	hg002_chr22_maternal_648.2	N	NA
hg002_chr22_maternal_649	KREMEN1	hg002_chr22_maternal_649.1	N	NA
hg002_chr22_maternal_653	EMID1	hg002_chr22_maternal_653.11	N	NA
hg002_chr22_maternal_656	RHBDD3	hg002_chr22_maternal_656.5	N	NA
hg002_chr22_maternal_657	EWSR1	hg002_chr22_maternal_657.40	N	NA
hg002_chr22_maternal_658	GAS2L1	hg002_chr22_maternal_658.1	N	NA
hg002_chr22_maternal_659	RASL10A	hg002_chr22_maternal_659.1	N	NA
hg002_chr22_maternal_660	AP1B1	hg002_chr22_maternal_660.1	N	NA
hg002_chr22_maternal_662	RFPL1	hg002_chr22_maternal_662.2	N	NA
hg002_chr22_maternal_668	NEFH	hg002_chr22_maternal_668.2	N	NA
hg002_chr22_maternal_669	THOC5	hg002_chr22_maternal_669.7	N	NA
hg002_chr22_maternal_670	NIPSNAP1	hg002_chr22_maternal_670.2	N	NA
hg002_chr22_maternal_671	NF2	hg002_chr22_maternal_671.6	N	NA
hg002_chr22_maternal_673	CABP7	hg002_chr22_maternal_673.1	N	NA
hg002_chr22_maternal_674	ZMAT5	hg002_chr22_maternal_674.1	N	NA
hg002_chr22_maternal_675	UQCR10	hg002_chr22_maternal_675.2	N	NA
hg002_chr22_maternal_676	ASCC2	hg002_chr22_maternal_676.39	N	NA
hg002_chr22_maternal_677	MTMR3	hg002_chr22_maternal_677.1	N	NA
hg002_chr22_maternal_683	HORMAD2	hg002_chr22_maternal_683.5	N	NA
hg002_chr22_maternal_688	LIF	hg002_chr22_maternal_688.2	N	NA
hg002_chr22_maternal_690	OSM	hg002_chr22_maternal_690.2	N	NA
hg002_chr22_maternal_691	CASTOR1	hg002_chr22_maternal_691.1	N	NA
hg002_chr22_maternal_692	TBC1D10A	hg002_chr22_maternal_692.2	N	NA
