gene_name	num_ref	chroms_ref	num_m	chroms_m	pat	num_p
MRPL11	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
TSPYL5	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
LNX2	1	chr13	1	chr13_MATERNAL	1	chr13_PATERNAL
TMEM256	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
CDH23	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
NABP2	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
SUGP1	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
PLPBP	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
KLK9	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
MAFA	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
RBP3	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
RUSC1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
THNSL2	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
CDHR4	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
GOLGA6L1	2	chr15,chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
CD99	2	chrX,chrY	1	chrX_MATERNAL	1	chrY_PATERNAL
B3GALT2	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
COPE	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
NEUROD4	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
HORMAD1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
ANO2	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
ANKZF1	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
TRIM36	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
LDHA	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
PTRHD1	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
DNAAF10	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
CLPS	1	chr6	2	chr6_MATERNAL,chr6_MATERNAL	1	chr6_PATERNAL
CENPM	1	chr22	1	chr22_MATERNAL	1	chr22_PATERNAL
TLL1	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
HSFX2	1	chrX	1	chrX_MATERNAL	0	None
COPB1	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
B4GALT4	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
NAXD	1	chr13	1	chr13_MATERNAL	1	chr13_PATERNAL
KRTAP9-9	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
SLC7A3	1	chrX	1	chrX_MATERNAL	0	None
CAPN6	1	chrX	1	chrX_MATERNAL	0	None
DENND10	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
KLF16	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
PTCD1	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
STMND1	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
TSPAN10	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
GARIN1A	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
PEX13	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
CMPK1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
PRTG	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
ZNF439	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
PPEF2	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
CYBB	1	chrX	1	chrX_MATERNAL	0	None
MASTL	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
CCDC122	1	chr13	1	chr13_MATERNAL	1	chr13_PATERNAL
SUFU	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
HOXD4	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
ZNF699	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
NCKAP5L	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
LOC124900276	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
SEPTIN9	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
PIGS	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
ABCG1	1	chr21	1	chr21_MATERNAL	1	chr21_PATERNAL
REEP2	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
CPA2	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
STAR	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
DNAJC5	1	chr20	1	chr20_MATERNAL	1	chr20_PATERNAL
LOC124903233	1	chr13	1	chr13_MATERNAL	1	chr13_PATERNAL
PIFO	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
HESX1	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
HTR2C	1	chrX	1	chrX_MATERNAL	0	None
NAPEPLD	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
CFAP44	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
DYNLT4	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
ANKDD1A	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
D2HGDH	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
TVP23C	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
GDPD3	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
EML6	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
LRRC55	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
TNFRSF19	1	chr13	1	chr13_MATERNAL	1	chr13_PATERNAL
RNF149	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
SVOP	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
ZNF613	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
DAGLA	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
NOD2	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
NKX2-8	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
SVEP1	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
RUNX3	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
MICOS13	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
UFC1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
MYO5C	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
NUDT8	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
INPP5A	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
CPHXL	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
KIF20B	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
SLFN14	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
FOXC1	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
OR2C3	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
PYURF	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
JRKL	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
WDFY3	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
EDNRB	1	chr13	1	chr13_MATERNAL	1	chr13_PATERNAL
C5orf22	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
FANCE	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
POLR2B	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
EIF3I	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
CCN5	1	chr20	1	chr20_MATERNAL	1	chr20_PATERNAL
JAZF1	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
HOXC9	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
TMBIM1	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
TUBA3E	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
MXD4	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
COL19A1	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
LAMC2	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
CREM	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
CCDC87	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
PRAMEF5	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
ARPC2	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
DERL1	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
RIF1	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
SLC43A3	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
KRT33B	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
NUP35	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
AGO4	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
JCAD	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
RAB38	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
EDARADD	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
LY6E	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
NPC2	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
GAS7	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
STAT1	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
ZNF33A	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
MTA3	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
RO60	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
TMEM141	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
NTAQ1	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
C9orf43	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
MT1H	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
PRELID1	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
KLHL10	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
CHRNG	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
H4C14	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
FZD6	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
METTL25B	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
CTNND1	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
MACROH2A1	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
SLA2	1	chr20	1	chr20_MATERNAL	1	chr20_PATERNAL
DDIT4L	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
ACAD8	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
FRMPD2	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
PZP	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
HACE1	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
MAPK11	1	chr22	1	chr22_MATERNAL	1	chr22_PATERNAL
SPACA6	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
OR13G1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
ITGA8	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
OR13C9	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
ARMC1	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
ZGRF1	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
RIPOR2	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
ZNHIT3	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
TBC1D3B	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
ARL17A	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
LRRIQ3	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
SUPT20H	1	chr13	1	chr13_MATERNAL	1	chr13_PATERNAL
CDH10	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
ZNF843	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
CYP2B6	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
SDR9C7	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
KRT1	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
RPP38	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
FAM135A	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
CCR4	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
H4C9	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
HOMER1	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
CCDC102A	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
KCNJ14	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
PRRT1B	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
LOC124904399	6	chr1,chr1,chr2,chr2,chr2,chr13	5	chr1_MATERNAL,chr1_MATERNAL,chr1_MATERNAL,chr2_MATERNAL,chr13_MATERNAL	5	chr1_PATERNAL,chr13_PATERNAL,chr2_PATERNAL,chr2_PATERNAL,chr2_PATERNAL
RNF207	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
AKR7A2	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
FAM181B	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
DUSP10	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
SLC25A22	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
TMEM38B	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
PARK7	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
CACNG8	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
CD44	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
HSPA12B	1	chr20	1	chr20_MATERNAL	1	chr20_PATERNAL
SPOPL	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
SPART	1	chr13	1	chr13_MATERNAL	1	chr13_PATERNAL
CCDC148	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
MEIKIN	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
CAPN13	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
ABHD1	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
TOR4A	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
PMPCA	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
NCK1	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
SUPT6H	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
CCDC183	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
NIBAN1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
NT5C3B	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
ZNF627	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
TUBA1A	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
PDPK1	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
PANO1	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
MRPL34	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
HRH4	1	chr18	1	chr18_MATERNAL	1	chr18_PATERNAL
ADRM1	1	chr20	1	chr20_MATERNAL	1	chr20_PATERNAL
GZMH	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
NBEAL1	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
CTBP1	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
C8orf44-SGK3	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
KIAA2013	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
CACNG3	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
SYCN	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
SMIM28	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
ATR	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
WFDC6	1	chr20	1	chr20_MATERNAL	1	chr20_PATERNAL
SPECC1	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
ZFP82	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
RNASE13	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
OR10P1	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
TMEM170A	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
BPIFB2	1	chr20	1	chr20_MATERNAL	1	chr20_PATERNAL
AFF3	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
GGT7	1	chr20	1	chr20_MATERNAL	1	chr20_PATERNAL
RNF180	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
GLRA1	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
SUPT3H	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
CRYM	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
RAET1E	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
MAP2K5	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
MMD2	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
APTX	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
CSRP1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
SSBP1	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
PAX1	1	chr20	1	chr20_MATERNAL	1	chr20_PATERNAL
EPN3	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
KRT4	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
TMEM72	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
ASS1	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
BCL2A1	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
GIMAP7	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
PLEKHA5	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
KPNA4	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
KSR2	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
RPA4	1	chrX	1	chrX_MATERNAL	0	None
FPGT-TNNI3K	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
CYP3A43	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
KCNJ1	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
SEPTIN11	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
C19orf44	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
HR	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
GRXCR2	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
MANEAL	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
POU4F3	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
DOK2	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
SLC22A1	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
ASPRV1	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
KIR3DL2	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
SYCE1L	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
LZTS3	1	chr20	1	chr20_MATERNAL	1	chr20_PATERNAL
CDK11B	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
ZSCAN2	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
SPIN1	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
GPR35	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
PRRC2B	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
ARHGEF38	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
TEKT2	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
CCNJL	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
ALDH5A1	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
ZZEF1	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
CEND1	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
APBB2	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
PLPP2	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
DOCK9	1	chr13	1	chr13_MATERNAL	1	chr13_PATERNAL
EIF3L	1	chr22	1	chr22_MATERNAL	1	chr22_PATERNAL
H3C3	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
SMDT1	1	chr22	1	chr22_MATERNAL	1	chr22_PATERNAL
MCRIP2	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
BTRC	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
MCRS1	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
LILRB1	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
OR2AT4	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
PHLDB2	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
PAGE5	1	chrX	1	chrX_MATERNAL	0	None
HES6	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
NUTM2D	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
ZNF652	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
GPR143	1	chrX	1	chrX_MATERNAL	0	None
ELOVL5	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
FBXO4	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
VGF	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
DYNLL2	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
TNF	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
SNURF	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
TRAM1L1	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
FAIM2	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
TTC22	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
MNT	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
GDF15	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
CRBN	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
ATP5MC3	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
GLMP	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
MARCHF5	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
ZDHHC11B	0	None	1	chr5_MATERNAL	1	chr5_PATERNAL
TRDN	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
ETV4	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
DCAF4L1	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
ZNF319	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
GABRG2	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
TMEM181	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
MIPOL1	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
ADM5	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
REPS2	1	chrX	1	chrX_MATERNAL	0	None
PLA2G2A	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
TLR4	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
ACBD6	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
POP1	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
CELF6	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
PTTG1IP2	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
AVP	1	chr20	1	chr20_MATERNAL	1	chr20_PATERNAL
KTN1	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
COL5A2	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
CHD2	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
OR10Z1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
KRTAP10-9	1	chr21	1	chr21_MATERNAL	1	chr21_PATERNAL
SLC19A1	1	chr21	1	chr21_MATERNAL	1	chr21_PATERNAL
GIGYF1	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
CPT2	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
CYB561D1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
LAMP2	1	chrX	1	chrX_MATERNAL	0	None
ZNF831	1	chr20	1	chr20_MATERNAL	1	chr20_PATERNAL
PTPRCAP	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
POU2F1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
LOC124905153	1	chr22	0	None	1	chr22_PATERNAL
THAP1	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
GHDC	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
PGM1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
INMT	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
OR6C3	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
BPY2	1	chrY	0	None	1	chrY_PATERNAL
IDH2	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
SLC8B1	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
H2AC8	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
PIGG	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
COLGALT2	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
SLC17A4	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
PYGM	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
ATP5MGL	1	chr22	1	chr22_MATERNAL	1	chr22_PATERNAL
CCDC127	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
TTC6	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
GORASP1	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
WDR33	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
MUSK	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
POP5	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
DNAJC2	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
LOC122455342	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
CCM2	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
CIDEA	1	chr18	1	chr18_MATERNAL	1	chr18_PATERNAL
CADPS	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
RHBDF1	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
LCN2	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
BMPR1A	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
KISS1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
SHMT2	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
CACYBP	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
TM4SF5	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
RAMAC	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
KMO	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
